,year,countrycode,padded_population_of_researchers,paddedpop,number_of_inmigrations,number_of_outmigrations,netmigration,outmigrationrate,inmigrationrate,netmigrationrate,nacademicbirths,nacademicdeaths,academicbirthrate,academicdeathrate,netbirthdeathrate
0,2000.0,ABW,2,2,0,0,0,0.0,0.0,0.0,1,0,0.5,0.0,0.5
1,2002.0,ABW,3,3,0,0,0,0.0,0.0,0.0,1,0,0.33333334,0.0,0.33333334
2,2004.0,ABW,2,2,0,0,0,0.0,0.0,0.0,1,0,0.5,0.0,0.5
3,2012.0,ABW,8,8,0,0,0,0.0,0.0,0.0,1,0,0.125,0.0,0.125
4,2013.0,ABW,11,11,1,0,1,0.0,0.09090909,0.09090909,1,1,0.09090909,0.09090909,0.0
5,2014.0,ABW,12,12,0,0,0,0.0,0.0,0.0,4,0,0.33333334,0.0,0.33333334
6,2015.0,ABW,11,11,0,1,-1,0.09090909,0.0,-0.09090909,2,0,0.18181819,0.0,0.18181819
7,2016.0,ABW,8,8,0,2,-2,0.25,0.0,-0.25,1,1,0.125,0.125,0.0
8,2019.0,ABW,18,18,2,0,2,0.0,0.11111111,0.11111111,3,1,0.16666667,0.055555556,0.11111111
9,2020.0,ABW,15,15,0,1,-1,0.06666667,0.0,-0.06666667,1,6,0.06666667,0.4,-0.33333334
10,2021.0,ABW,18,18,3,0,3,0.0,0.16666667,0.16666667,3,4,0.16666667,0.22222222,-0.055555556
11,2001.0,AFG,6,6,0,0,0,0.0,0.0,0.0,1,0,0.16666667,0.0,0.16666667
12,2003.0,AFG,11,11,1,1,0,0.09090909,0.09090909,0.0,5,0,0.45454547,0.0,0.45454547
13,2004.0,AFG,15,15,4,2,2,0.13333334,0.26666668,0.13333334,2,0,0.13333334,0.0,0.13333334
14,2005.0,AFG,20,20,3,1,2,0.05,0.15,0.1,2,3,0.1,0.15,-0.05
15,2006.0,AFG,27,27,6,1,5,0.037037037,0.22222222,0.18518518,2,2,0.074074075,0.074074075,0.0
16,2007.0,AFG,30,30,4,5,-1,0.16666667,0.13333334,-0.033333335,3,0,0.1,0.0,0.1
17,2008.0,AFG,41,41,2,1,1,0.024390243,0.048780486,0.024390243,5,1,0.12195122,0.024390243,0.09756097
18,2009.0,AFG,64,64,12,5,7,0.078125,0.1875,0.109375,5,5,0.078125,0.078125,0.0
19,2010.0,AFG,75,75,5,6,-1,0.08,0.06666667,-0.013333334,14,5,0.18666667,0.06666667,0.12
20,2011.0,AFG,72,72,7,14,-7,0.19444445,0.097222224,-0.097222224,18,5,0.25,0.06944445,0.18055555
21,2012.0,AFG,90,90,13,4,9,0.044444446,0.14444445,0.1,11,8,0.12222222,0.08888889,0.033333335
22,2013.0,AFG,86,86,8,11,-3,0.12790698,0.093023255,-0.034883723,6,2,0.069767445,0.023255814,0.046511628
23,2014.0,AFG,99,99,11,9,2,0.09090909,0.11111111,0.02020202,15,9,0.15151516,0.09090909,0.060606062
24,2015.0,AFG,107,107,7,13,-6,0.12149533,0.06542056,-0.056074765,5,9,0.046728972,0.08411215,-0.037383176
25,2016.0,AFG,131,131,6,7,-1,0.053435113,0.045801528,-0.007633588,21,1,0.16030534,0.007633588,0.15267175
26,2017.0,AFG,173,173,19,12,7,0.06936416,0.10982659,0.040462427,19,4,0.10982659,0.023121387,0.0867052
27,2018.0,AFG,229,229,18,5,13,0.02183406,0.07860262,0.05676856,29,12,0.12663755,0.052401748,0.074235804
28,2019.0,AFG,281,281,21,15,6,0.053380784,0.07473309,0.021352313,43,30,0.15302491,0.10676157,0.046263345
29,2020.0,AFG,293,293,27,16,11,0.054607507,0.092150174,0.037542664,54,51,0.18430035,0.17406143,0.010238908
30,2021.0,AFG,278,278,13,16,-3,0.05755396,0.04676259,-0.010791367,40,69,0.1438849,0.24820144,-0.10431655
31,1999.0,AGO,12,12,0,0,0,0.0,0.0,0.0,1,0,0.083333336,0.0,0.083333336
32,2000.0,AGO,15,15,0,0,0,0.0,0.0,0.0,6,0,0.4,0.0,0.4
33,2001.0,AGO,18,18,2,1,1,0.055555556,0.11111111,0.055555556,5,2,0.2777778,0.11111111,0.16666667
34,2002.0,AGO,19,19,2,3,-1,0.15789473,0.10526316,-0.05263158,3,1,0.15789473,0.05263158,0.10526316
35,2003.0,AGO,25,25,5,2,3,0.08,0.2,0.12,2,0,0.08,0.0,0.08
36,2004.0,AGO,26,26,2,0,2,0.0,0.07692308,0.07692308,2,1,0.07692308,0.03846154,0.03846154
37,2005.0,AGO,34,34,6,1,5,0.029411765,0.1764706,0.14705883,3,2,0.0882353,0.05882353,0.029411765
38,2006.0,AGO,36,36,1,1,0,0.027777778,0.027777778,0.0,4,1,0.11111111,0.027777778,0.083333336
39,2007.0,AGO,42,42,1,2,-1,0.04761905,0.023809524,-0.023809524,5,2,0.11904762,0.04761905,0.071428575
40,2008.0,AGO,41,41,1,8,-7,0.19512194,0.024390243,-0.17073171,4,1,0.09756097,0.024390243,0.07317073
41,2009.0,AGO,55,55,5,2,3,0.036363635,0.09090909,0.054545455,10,2,0.18181819,0.036363635,0.14545454
42,2010.0,AGO,67,67,0,4,-4,0.05970149,0.0,-0.05970149,9,1,0.13432837,0.014925373,0.11940298
43,2011.0,AGO,82,82,6,1,5,0.0121951215,0.07317073,0.06097561,11,4,0.13414635,0.048780486,0.085365854
44,2012.0,AGO,93,93,3,5,-2,0.05376344,0.032258064,-0.021505376,18,8,0.19354838,0.086021505,0.10752688
45,2013.0,AGO,114,114,6,1,5,0.00877193,0.05263158,0.04385965,11,6,0.096491225,0.05263158,0.04385965
46,2014.0,AGO,139,139,13,6,7,0.043165468,0.09352518,0.05035971,19,7,0.13669065,0.05035971,0.086330935
47,2015.0,AGO,156,156,16,4,12,0.025641026,0.102564104,0.07692308,16,14,0.102564104,0.08974359,0.012820513
48,2016.0,AGO,158,158,5,9,-4,0.056962024,0.03164557,-0.025316456,19,11,0.12025317,0.06962025,0.050632913
49,2017.0,AGO,165,165,7,11,-4,0.06666667,0.042424243,-0.024242423,16,19,0.096969694,0.11515152,-0.018181818
50,2018.0,AGO,169,169,9,6,3,0.03550296,0.053254437,0.01775148,10,13,0.0591716,0.07692308,-0.01775148
51,2019.0,AGO,166,166,7,5,2,0.030120483,0.042168673,0.012048192,16,22,0.09638554,0.13253012,-0.036144577
52,2020.0,AGO,156,156,7,2,5,0.012820513,0.044871796,0.032051284,14,35,0.08974359,0.22435898,-0.13461539
53,2021.0,AGO,149,149,9,3,6,0.020134227,0.060402684,0.040268455,4,45,0.026845638,0.30201343,-0.2751678
54,2012.0,AIA,2,2,0,0,0,0.0,0.0,0.0,1,0,0.5,0.0,0.5
55,2013.0,AIA,5,5,2,0,2,0.0,0.4,0.4,1,1,0.2,0.2,0.0
56,2015.0,AIA,7,7,1,0,1,0.0,0.14285715,0.14285715,1,0,0.14285715,0.0,0.14285715
57,2018.0,AIA,11,11,2,1,1,0.09090909,0.18181819,0.09090909,1,0,0.09090909,0.0,0.09090909
58,2019.0,AIA,9,9,0,1,-1,0.11111111,0.0,-0.11111111,3,1,0.33333334,0.11111111,0.22222222
59,2020.0,AIA,7,7,1,3,-2,0.42857143,0.14285715,-0.2857143,1,1,0.14285715,0.14285715,0.0
60,2021.0,AIA,6,6,0,1,-1,0.16666667,0.0,-0.16666667,1,2,0.16666667,0.33333334,-0.16666667
61,1996.0,ALB,18,18,0,0,0,0.0,0.0,0.0,3,0,0.16666667,0.0,0.16666667
62,1997.0,ALB,22,22,1,0,1,0.0,0.045454547,0.045454547,8,0,0.36363637,0.0,0.36363637
63,1998.0,ALB,31,31,0,0,0,0.0,0.0,0.0,7,0,0.22580644,0.0,0.22580644
64,1999.0,ALB,39,39,0,1,-1,0.025641026,0.0,-0.025641026,3,2,0.07692308,0.051282052,0.025641026
65,2000.0,ALB,62,62,0,0,0,0.0,0.0,0.0,9,1,0.14516129,0.016129032,0.12903225
66,2001.0,ALB,72,72,2,1,1,0.013888889,0.027777778,0.013888889,11,2,0.15277778,0.027777778,0.125
67,2002.0,ALB,86,86,3,2,1,0.023255814,0.034883723,0.011627907,26,1,0.30232558,0.011627907,0.29069766
68,2003.0,ALB,94,94,2,4,-2,0.04255319,0.021276595,-0.021276595,8,3,0.08510638,0.031914894,0.05319149
69,2004.0,ALB,109,109,3,1,2,0.0091743115,0.027522936,0.018348623,14,1,0.12844037,0.0091743115,0.119266056
70,2005.0,ALB,131,131,3,0,3,0.0,0.022900764,0.022900764,16,0,0.122137405,0.0,0.122137405
71,2006.0,ALB,156,156,5,4,1,0.025641026,0.032051284,0.0064102565,21,6,0.13461539,0.03846154,0.09615385
72,2007.0,ALB,220,220,5,5,0,0.022727273,0.022727273,0.0,30,7,0.13636364,0.03181818,0.10454545
73,2008.0,ALB,312,312,8,1,7,0.0032051282,0.025641026,0.022435898,32,2,0.102564104,0.0064102565,0.09615385
74,2009.0,ALB,399,399,11,3,8,0.007518797,0.027568921,0.020050125,68,5,0.17042607,0.012531328,0.15789473
75,2010.0,ALB,514,514,14,7,7,0.013618677,0.027237354,0.013618677,86,14,0.16731517,0.027237354,0.14007781
76,2011.0,ALB,656,656,12,7,5,0.010670732,0.018292682,0.0076219514,91,15,0.13871951,0.022865854,0.11585366
77,2012.0,ALB,759,759,13,9,4,0.011857707,0.017127799,0.0052700923,114,29,0.15019763,0.038208168,0.11198946
78,2013.0,ALB,793,793,12,7,5,0.008827238,0.015132409,0.0063051702,144,58,0.1815889,0.07313997,0.10844893
79,2014.0,ALB,850,850,22,11,11,0.012941176,0.025882352,0.012941176,104,82,0.12235294,0.09647059,0.025882352
80,2015.0,ALB,854,854,24,16,8,0.018735362,0.028103044,0.009367681,58,71,0.06791569,0.083138175,-0.015222482
81,2016.0,ALB,813,813,22,12,10,0.014760148,0.02706027,0.012300123,62,70,0.07626076,0.08610086,-0.009840098
82,2017.0,ALB,791,791,19,15,4,0.018963337,0.024020227,0.00505689,42,45,0.053097345,0.05689001,-0.0037926675
83,2018.0,ALB,814,814,25,19,6,0.023341523,0.03071253,0.0073710075,43,61,0.05282555,0.07493857,-0.022113021
84,2019.0,ALB,858,858,25,19,6,0.022144523,0.02913753,0.006993007,68,87,0.079254076,0.1013986,-0.022144523
85,2020.0,ALB,839,839,19,22,-3,0.026221693,0.022646008,-0.0035756854,61,124,0.072705604,0.14779499,-0.075089395
86,2021.0,ALB,779,779,12,11,1,0.014120667,0.015404365,0.0012836971,40,298,0.05134788,0.38254172,-0.33119383
87,1998.0,AND,1,1,0,0,0,0.0,0.0,0.0,1,0,1.0,0.0,1.0
88,2001.0,AND,6,6,1,0,1,0.0,0.16666667,0.16666667,2,0,0.33333334,0.0,0.33333334
89,2003.0,AND,14,14,3,1,2,0.071428575,0.21428572,0.14285715,3,0,0.21428572,0.0,0.21428572
90,2004.0,AND,15,15,1,2,-1,0.13333334,0.06666667,-0.06666667,2,0,0.13333334,0.0,0.13333334
91,2005.0,AND,15,15,1,4,-3,0.26666668,0.06666667,-0.2,4,0,0.26666668,0.0,0.26666668
92,2006.0,AND,19,19,2,0,2,0.0,0.10526316,0.10526316,2,3,0.10526316,0.15789473,-0.05263158
93,2007.0,AND,23,23,2,0,2,0.0,0.08695652,0.08695652,2,1,0.08695652,0.04347826,0.04347826
94,2008.0,AND,29,29,5,1,4,0.03448276,0.1724138,0.13793103,2,0,0.06896552,0.0,0.06896552
95,2009.0,AND,30,30,5,1,4,0.033333335,0.16666667,0.13333334,3,2,0.1,0.06666667,0.033333335
96,2010.0,AND,33,33,2,1,1,0.030303031,0.060606062,0.030303031,3,9,0.09090909,0.27272728,-0.18181819
97,2011.0,AND,27,27,1,8,-7,0.2962963,0.037037037,-0.25925925,2,1,0.074074075,0.037037037,0.037037037
98,2012.0,AND,23,23,2,4,-2,0.17391305,0.08695652,-0.08695652,2,0,0.08695652,0.0,0.08695652
99,2014.0,AND,19,19,2,1,1,0.05263158,0.10526316,0.05263158,1,1,0.05263158,0.05263158,0.0
100,2015.0,AND,21,21,3,2,1,0.0952381,0.14285715,0.04761905,2,1,0.0952381,0.04761905,0.04761905
101,2016.0,AND,27,27,4,0,4,0.0,0.14814815,0.14814815,1,5,0.037037037,0.18518518,-0.14814815
102,2017.0,AND,29,29,5,1,4,0.03448276,0.1724138,0.13793103,1,1,0.03448276,0.03448276,0.0
103,2018.0,AND,29,29,1,2,-1,0.06896552,0.03448276,-0.03448276,2,2,0.06896552,0.06896552,0.0
104,2020.0,AND,30,30,2,2,0,0.06666667,0.06666667,0.0,1,3,0.033333335,0.1,-0.06666667
105,2021.0,AND,35,35,7,0,7,0.0,0.2,0.2,3,16,0.08571429,0.45714286,-0.37142858
106,1996.0,ARE,143,143,0,0,0,0.0,0.0,0.0,72,0,0.5034965,0.0,0.5034965
107,1997.0,ARE,176,176,3,3,0,0.017045455,0.017045455,0.0,31,4,0.17613636,0.022727273,0.1534091
108,1998.0,ARE,323,323,12,9,3,0.027863776,0.0371517,0.009287925,40,0,0.123839006,0.0,0.123839006
109,1999.0,ARE,470,470,22,14,8,0.029787235,0.04680851,0.017021276,33,1,0.07021277,0.0021276595,0.068085104
110,2000.0,ARE,581,581,28,10,18,0.017211704,0.04819277,0.030981068,144,3,0.24784854,0.0051635113,0.24268502
111,2001.0,ARE,742,742,52,25,27,0.03369272,0.07008086,0.03638814,150,15,0.20215634,0.020215634,0.1819407
112,2002.0,ARE,881,881,86,48,38,0.05448354,0.097616345,0.043132804,102,38,0.11577752,0.043132804,0.072644725
113,2003.0,ARE,1015,1015,80,46,34,0.045320198,0.07881773,0.03349754,138,42,0.1359606,0.04137931,0.09458128
114,2004.0,ARE,1144,1144,87,45,42,0.039335664,0.07604895,0.036713287,103,43,0.09003496,0.03758741,0.052447554
115,2005.0,ARE,1281,1281,115,51,64,0.039812647,0.08977362,0.049960967,120,49,0.09367681,0.038251366,0.05542545
116,2006.0,ARE,1439,1439,106,54,52,0.03752606,0.073662266,0.036136206,119,76,0.08269632,0.052814454,0.029881863
117,2007.0,ARE,1631,1631,132,78,54,0.04782342,0.08093195,0.03310852,132,61,0.08093195,0.03740037,0.043531574
118,2008.0,ARE,1839,1839,169,65,104,0.035345297,0.09189777,0.056552473,154,76,0.083741166,0.04132681,0.042414356
119,2009.0,ARE,2081,2081,189,67,122,0.03219606,0.09082172,0.05862566,191,84,0.09178279,0.040365208,0.05141759
120,2010.0,ARE,2339,2339,199,78,121,0.033347584,0.085079096,0.05173151,157,97,0.067122705,0.041470714,0.025651988
121,2011.0,ARE,2639,2639,203,89,114,0.033724897,0.07692308,0.04319818,219,104,0.08298598,0.039408866,0.043577112
122,2012.0,ARE,3033,3033,245,90,155,0.029673591,0.08077811,0.051104516,218,120,0.07187603,0.03956479,0.032311242
123,2013.0,ARE,3489,3489,303,112,191,0.03210089,0.08684437,0.05474348,277,153,0.07939237,0.043852106,0.035540268
124,2014.0,ARE,3965,3965,352,150,202,0.03783102,0.0887768,0.050945774,333,189,0.08398487,0.047667086,0.03631778
125,2015.0,ARE,4573,4573,387,131,256,0.028646402,0.08462716,0.055980757,373,193,0.081565715,0.042204242,0.03936147
126,2016.0,ARE,5258,5258,452,191,261,0.0363256,0.08596425,0.049638648,395,234,0.07512362,0.044503614,0.030620007
127,2017.0,ARE,5982,5982,529,235,294,0.03928452,0.08843196,0.049147442,481,280,0.08040789,0.046807088,0.033600803
128,2018.0,ARE,6838,6838,601,268,333,0.039192747,0.0878912,0.04869845,590,362,0.08628254,0.052939456,0.033343084
129,2019.0,ARE,7480,7480,650,310,340,0.04144385,0.086898394,0.045454547,608,499,0.08128342,0.06671123,0.014572193
130,2020.0,ARE,7550,7550,622,338,284,0.04476821,0.08238411,0.037615895,668,876,0.08847682,0.11602649,-0.02754967
131,2021.0,ARE,7339,7339,429,278,151,0.03787982,0.05845483,0.020575011,443,1970,0.060362447,0.26842895,-0.2080665
132,2022.0,ARE,0,0,248,173,75,,,,4,4056,,,
133,1996.0,ARG,4247,4247,0,0,0,0.0,0.0,0.0,1597,0,0.37603015,0.0,0.37603015
134,1997.0,ARG,5401,5401,33,43,-10,0.007961488,0.0061099795,-0.001851509,1575,32,0.29161265,0.005924829,0.28568783
135,1998.0,ARG,8665,8665,65,74,-9,0.008540104,0.0075014425,-0.0010386612,1075,60,0.12406232,0.0069244085,0.11713791
136,1999.0,ARG,11732,11732,117,128,-11,0.01091033,0.009972724,-0.00093760656,1164,63,0.09921582,0.005369928,0.09384589
137,2000.0,ARG,14238,14238,131,104,27,0.0073043965,0.00920073,0.0018963338,3273,132,0.22987778,0.009270965,0.22060683
138,2001.0,ARG,16141,16141,171,283,-112,0.017532991,0.010594139,-0.0069388514,3358,245,0.20804164,0.015178737,0.1928629
139,2002.0,ARG,18078,18078,289,337,-48,0.018641442,0.015986282,-0.002655161,2732,369,0.15112291,0.02041155,0.13071136
140,2003.0,ARG,19409,19409,262,398,-136,0.020505952,0.013498892,-0.0070070587,2132,438,0.10984595,0.022566851,0.087279096
141,2004.0,ARG,20742,20742,187,386,-199,0.018609585,0.009015524,-0.0095940605,2102,535,0.10134028,0.025793077,0.075547196
142,2005.0,ARG,22074,22074,222,382,-160,0.017305426,0.010057081,-0.0072483467,1881,565,0.08521337,0.025595723,0.05961765
143,2006.0,ARG,23628,23628,253,362,-109,0.015320806,0.010707635,-0.004613171,2127,644,0.090020314,0.027255798,0.06276452
144,2007.0,ARG,25319,25319,290,302,-12,0.011927801,0.011453849,-0.00047395236,2240,665,0.08847111,0.026264861,0.06220625
145,2008.0,ARG,27393,27393,341,316,25,0.011535794,0.012448436,0.00091264193,2311,728,0.084364615,0.026576133,0.057788488
146,2009.0,ARG,29171,29171,327,329,-2,0.011278325,0.011209764,-6.856124e-05,2484,860,0.085153066,0.029481335,0.05567173
147,2010.0,ARG,31058,31058,340,324,16,0.010432094,0.01094726,0.00051516516,2668,952,0.08590379,0.030652327,0.055251464
148,2011.0,ARG,32940,32940,342,333,9,0.01010929,0.0103825135,0.00027322405,2605,1091,0.07908318,0.033120826,0.045962356
149,2012.0,ARG,34559,34559,334,349,-15,0.010098672,0.009664631,-0.00043404032,2655,1201,0.07682514,0.034752164,0.042072978
150,2013.0,ARG,36029,36029,348,356,-8,0.009880929,0.009658886,-0.00022204335,2637,1386,0.07319104,0.038469013,0.03472203
151,2014.0,ARG,37409,37409,351,378,-27,0.01010452,0.0093827685,-0.0007217514,2637,1450,0.07049106,0.038760725,0.03173033
152,2015.0,ARG,38798,38798,414,390,24,0.010052064,0.010670654,0.0006185886,2615,1734,0.06740038,0.044693027,0.022707356
153,2016.0,ARG,40199,40199,387,377,10,0.009378343,0.009627105,0.0002487624,2538,2007,0.0631359,0.049926616,0.013209283
154,2017.0,ARG,41108,41108,396,441,-45,0.010727839,0.009633161,-0.0010946775,2439,2289,0.059331518,0.055682592,0.0036489249
155,2018.0,ARG,41738,41738,398,430,-32,0.010302362,0.009535675,-0.00076668744,2487,2875,0.05958599,0.06888207,-0.009296085
156,2019.0,ARG,41419,41419,375,449,-74,0.0108404355,0.009053816,-0.0017866197,2107,3730,0.050870374,0.09005529,-0.039184917
157,2020.0,ARG,39549,39549,354,494,-140,0.012490834,0.008950922,-0.0035399124,1769,6041,0.044729322,0.15274723,-0.1080179
158,2021.0,ARG,36540,36540,237,372,-135,0.010180624,0.006486043,-0.0036945813,826,11786,0.022605363,0.32255062,-0.29994527
159,1996.0,ARM,415,415,0,0,0,0.0,0.0,0.0,201,0,0.48433736,0.0,0.48433736
160,1997.0,ARM,481,481,3,12,-9,0.024948025,0.0062370063,-0.01871102,124,11,0.25779626,0.022869023,0.23492724
161,1998.0,ARM,649,649,4,6,-2,0.009244992,0.0061633284,-0.0030816642,90,14,0.13867489,0.02157165,0.117103234
162,1999.0,ARM,789,789,6,5,1,0.0063371356,0.0076045627,0.0012674271,75,7,0.09505703,0.00887199,0.086185046
163,2000.0,ARM,883,883,6,15,-9,0.016987542,0.006795017,-0.010192526,170,23,0.19252548,0.026047565,0.16647792
164,2001.0,ARM,967,967,14,23,-9,0.023784902,0.014477766,-0.009307136,173,43,0.17890383,0.044467427,0.1344364
165,2002.0,ARM,1087,1087,11,17,-6,0.015639374,0.010119596,-0.0055197794,135,43,0.12419503,0.039558418,0.084636614
166,2003.0,ARM,1120,1120,21,24,-3,0.021428572,0.01875,-0.0026785715,118,34,0.10535714,0.030357143,0.075
167,2004.0,ARM,1155,1155,9,10,-1,0.008658009,0.007792208,-0.0008658009,130,59,0.11255411,0.05108225,0.06147186
168,2005.0,ARM,1234,1234,12,19,-7,0.015397083,0.009724474,-0.0056726094,98,46,0.07941653,0.037277147,0.042139385
169,2006.0,ARM,1305,1305,11,22,-11,0.016858237,0.008429118,-0.008429118,117,56,0.089655176,0.042911876,0.046743296
170,2007.0,ARM,1358,1358,9,15,-6,0.011045655,0.0066273934,-0.0044182623,125,55,0.092047125,0.040500738,0.05154639
171,2008.0,ARM,1441,1441,8,19,-11,0.013185288,0.0055517,-0.007633588,120,63,0.083275504,0.04371964,0.039555863
172,2009.0,ARM,1533,1533,20,17,3,0.011089367,0.013046314,0.0019569471,144,57,0.09393346,0.037181996,0.056751467
173,2010.0,ARM,1630,1630,14,27,-13,0.016564418,0.008588957,-0.00797546,141,67,0.086503066,0.041104294,0.04539877
174,2011.0,ARM,1693,1693,17,28,-11,0.016538689,0.010041347,-0.006497342,154,88,0.09096279,0.051978737,0.038984053
175,2012.0,ARM,1733,1733,17,32,-15,0.018465089,0.009809579,-0.008655511,147,77,0.084824,0.044431623,0.040392384
176,2013.0,ARM,1759,1759,10,34,-24,0.019329164,0.005685048,-0.013644116,139,104,0.07902217,0.059124503,0.01989767
177,2014.0,ARM,1799,1799,21,24,-3,0.013340745,0.0116731515,-0.0016675931,123,87,0.06837132,0.0483602,0.020011118
178,2015.0,ARM,1797,1797,12,27,-15,0.015025042,0.006677796,-0.008347246,118,94,0.065665,0.052309405,0.013355592
179,2016.0,ARM,1820,1820,15,35,-20,0.01923077,0.008241759,-0.010989011,135,107,0.07417583,0.05879121,0.015384615
180,2017.0,ARM,1906,1906,19,29,-10,0.01521511,0.00996852,-0.00524659,99,129,0.05194124,0.06768101,-0.015739769
181,2018.0,ARM,1939,1939,24,25,-1,0.012893244,0.0123775145,-0.0005157298,126,129,0.06498195,0.06652914,-0.0015471893
182,2019.0,ARM,1918,1918,19,26,-7,0.0135557875,0.009906152,-0.003649635,137,195,0.071428575,0.1016684,-0.030239834
183,2020.0,ARM,1833,1833,32,22,10,0.012002182,0.01745772,0.0054555372,98,297,0.053464267,0.16202946,-0.1085652
184,2021.0,ARM,1696,1696,9,17,-8,0.010023585,0.005306604,-0.004716981,39,573,0.022995284,0.33785376,-0.3148585
185,2002.0,ASM,6,6,0,0,0,0.0,0.0,0.0,2,0,0.33333334,0.0,0.33333334
186,2003.0,ASM,7,7,1,0,1,0.0,0.14285715,0.14285715,1,0,0.14285715,0.0,0.14285715
187,2004.0,ASM,8,8,0,1,-1,0.125,0.0,-0.125,3,0,0.375,0.0,0.375
188,2006.0,ASM,10,10,2,1,1,0.1,0.2,0.1,2,0,0.2,0.0,0.2
189,2007.0,ASM,9,9,1,0,1,0.0,0.11111111,0.11111111,1,1,0.11111111,0.11111111,0.0
190,2011.0,ASM,8,8,1,1,0,0.125,0.125,0.0,1,0,0.125,0.0,0.125
191,2013.0,ASM,10,10,1,0,1,0.0,0.1,0.1,2,0,0.2,0.0,0.2
192,2014.0,ASM,9,9,0,1,-1,0.11111111,0.0,-0.11111111,1,3,0.11111111,0.33333334,-0.22222222
193,2015.0,ASM,8,8,0,1,-1,0.125,0.0,-0.125,1,2,0.125,0.25,-0.125
194,2018.0,ASM,7,7,1,0,1,0.0,0.14285715,0.14285715,2,0,0.2857143,0.0,0.2857143
195,2019.0,ASM,8,8,1,0,1,0.0,0.125,0.125,1,0,0.125,0.0,0.125
196,2000.0,ATA,5,5,0,0,0,0.0,0.0,0.0,5,0,1.0,0.0,1.0
197,2017.0,ATA,3,3,0,0,0,0.0,0.0,0.0,1,0,0.33333334,0.0,0.33333334
198,2018.0,ATA,3,3,0,1,-1,0.33333334,0.0,-0.33333334,2,0,0.6666667,0.0,0.6666667
199,2020.0,ATA,2,2,0,1,-1,0.5,0.0,-0.5,1,0,0.5,0.0,0.5
200,1996.0,ATG,1,1,0,0,0,0.0,0.0,0.0,1,0,1.0,0.0,1.0
201,2001.0,ATG,2,2,0,0,0,0.0,0.0,0.0,1,0,0.5,0.0,0.5
202,2003.0,ATG,4,4,0,0,0,0.0,0.0,0.0,1,0,0.25,0.0,0.25
203,2005.0,ATG,8,8,2,0,2,0.0,0.25,0.25,2,0,0.25,0.0,0.25
204,2007.0,ATG,11,11,0,0,0,0.0,0.0,0.0,2,1,0.18181819,0.09090909,0.09090909
205,2008.0,ATG,12,12,0,0,0,0.0,0.0,0.0,2,2,0.16666667,0.16666667,0.0
206,2009.0,ATG,12,12,0,0,0,0.0,0.0,0.0,1,1,0.083333336,0.083333336,0.0
207,2010.0,ATG,10,10,0,1,-1,0.1,0.0,-0.1,1,3,0.1,0.3,-0.2
208,2012.0,ATG,7,7,1,2,-1,0.2857143,0.14285715,-0.14285715,1,0,0.14285715,0.0,0.14285715
209,2014.0,ATG,9,9,1,0,1,0.0,0.11111111,0.11111111,1,1,0.11111111,0.11111111,0.0
210,2015.0,ATG,14,14,2,1,1,0.071428575,0.14285715,0.071428575,1,1,0.071428575,0.071428575,0.0
211,2016.0,ATG,16,16,1,0,1,0.0,0.0625,0.0625,2,1,0.125,0.0625,0.0625
212,2017.0,ATG,17,17,1,0,1,0.0,0.05882353,0.05882353,4,1,0.23529412,0.05882353,0.1764706
213,2018.0,ATG,17,17,2,2,0,0.11764706,0.11764706,0.0,2,2,0.11764706,0.11764706,0.0
214,2019.0,ATG,15,15,1,3,-2,0.2,0.06666667,-0.13333334,1,0,0.06666667,0.0,0.06666667
215,2020.0,ATG,15,15,2,1,1,0.06666667,0.13333334,0.06666667,1,4,0.06666667,0.26666668,-0.2
216,2021.0,ATG,12,12,1,2,-1,0.16666667,0.083333336,-0.083333336,1,2,0.083333336,0.16666667,-0.083333336
217,1996.0,AUS,12131,12131,0,0,0,0.0,0.0,0.0,5237,0,0.4317039,0.0,0.4317039
218,1997.0,AUS,14855,14855,169,166,3,0.011174689,0.011376641,0.0002019522,3682,105,0.24786267,0.007068327,0.24079435
219,1998.0,AUS,26975,26975,353,301,52,0.01115848,0.013086191,0.0019277108,3212,163,0.11907322,0.0060426323,0.11303058
220,1999.0,AUS,37513,37513,592,527,65,0.014048464,0.015781196,0.0017327326,2721,143,0.07253485,0.0038120118,0.068722844
221,2000.0,AUS,45082,45082,433,436,-3,0.009671265,0.00960472,-6.6545406e-05,12068,425,0.26768997,0.009427266,0.25826272
222,2001.0,AUS,51604,51604,1019,1102,-83,0.021354934,0.01974653,-0.0016084025,11270,1016,0.21839392,0.019688396,0.19870552
223,2002.0,AUS,58318,58318,1592,1599,-7,0.027418636,0.027298605,-0.00012003155,8060,1502,0.13820776,0.025755342,0.11245242
224,2003.0,AUS,63687,63687,1666,1623,43,0.025484007,0.026159184,0.000675177,6962,1906,0.10931587,0.029927615,0.07938826
225,2004.0,AUS,68821,68821,1570,1454,116,0.021127272,0.022812804,0.001685532,6945,2119,0.100913964,0.03079002,0.07012395
226,2005.0,AUS,73596,73596,1703,1594,109,0.021658786,0.023139844,0.0014810588,6673,2377,0.09067069,0.03229795,0.058372736
227,2006.0,AUS,78832,78832,1907,1609,298,0.020410493,0.024190685,0.0037801908,7185,2774,0.09114319,0.035188757,0.055954434
228,2007.0,AUS,84345,84345,2133,1683,450,0.019953761,0.025288992,0.0053352304,7174,3092,0.085055426,0.03665896,0.04839647
