,year,countrycode,padded_population_of_researchers,paddedpop,number_of_inmigrations,number_of_outmigrations,netmigration,outmigrationrate,inmigrationrate,netmigrationrate,nacademicbirths,nacademicdeaths,academicbirthrate,academicdeathrate,netbirthdeathrate
2489,2016.0,KIR,4,4,0,0,0,0.0,0.0,0.0,2,0,0.5,0.0,0.5
2490,2020.0,KIR,3,3,1,0,1,0.0,0.33333334,0.33333334,2,1,0.6666667,0.33333334,0.33333334
2491,1998.0,KNA,1,1,0,0,0,0.0,0.0,0.0,1,0,1.0,0.0,1.0
2492,2001.0,KNA,2,2,1,0,1,0.0,0.5,0.5,1,0,0.5,0.0,0.5
2493,2008.0,KNA,12,12,1,1,0,0.083333336,0.083333336,0.0,4,1,0.33333334,0.083333336,0.25
2494,2009.0,KNA,14,14,2,0,2,0.0,0.14285715,0.14285715,1,1,0.071428575,0.071428575,0.0
2495,2010.0,KNA,15,15,0,1,-1,0.06666667,0.0,-0.06666667,2,1,0.13333334,0.06666667,0.06666667
2496,2012.0,KNA,29,29,6,1,5,0.03448276,0.20689656,0.1724138,2,0,0.06896552,0.0,0.06896552
2497,2013.0,KNA,36,36,7,2,5,0.055555556,0.19444445,0.1388889,5,0,0.1388889,0.0,0.1388889
2498,2014.0,KNA,48,48,6,1,5,0.020833334,0.125,0.104166664,7,3,0.14583333,0.0625,0.083333336
2499,2015.0,KNA,64,64,7,1,6,0.015625,0.109375,0.09375,4,1,0.0625,0.015625,0.046875
2500,2016.0,KNA,74,74,11,7,4,0.0945946,0.14864865,0.054054055,7,4,0.0945946,0.054054055,0.04054054
2501,2017.0,KNA,79,79,10,9,1,0.11392405,0.12658228,0.012658228,10,4,0.12658228,0.050632913,0.07594936
2502,2018.0,KNA,85,85,4,4,0,0.047058824,0.047058824,0.0,5,8,0.05882353,0.09411765,-0.03529412
2503,2019.0,KNA,80,80,1,4,-3,0.05,0.0125,-0.0375,7,13,0.0875,0.1625,-0.075
2504,2020.0,KNA,78,78,8,7,1,0.08974359,0.102564104,0.012820513,6,9,0.07692308,0.115384616,-0.03846154
2505,2021.0,KNA,69,69,3,4,-1,0.057971016,0.04347826,-0.014492754,1,16,0.014492754,0.23188406,-0.2173913
2506,1996.0,KOR,8906,8906,0,0,0,0.0,0.0,0.0,3412,0,0.38311252,0.0,0.38311252
2507,1997.0,KOR,11446,11446,101,64,37,0.005591473,0.008824043,0.0032325704,2819,130,0.24628691,0.01135768,0.23492923
2508,1998.0,KOR,21086,21086,190,99,91,0.0046950583,0.009010718,0.00431566,2675,172,0.12686142,0.008157071,0.118704356
2509,1999.0,KOR,30907,30907,317,205,112,0.0066328016,0.010256576,0.0036237745,2503,183,0.08098489,0.005920989,0.0750639
2510,2000.0,KOR,39261,39261,273,231,42,0.0058837016,0.0069534653,0.0010697639,9549,439,0.24321847,0.01118158,0.23203689
2511,2001.0,KOR,47485,47485,576,453,123,0.009539855,0.012130146,0.0025902917,10047,1323,0.2115826,0.02786143,0.18372117
2512,2002.0,KOR,56727,56727,766,690,76,0.01216352,0.01350327,0.00133975,8634,1976,0.15220265,0.034833502,0.11736915
2513,2003.0,KOR,65213,65213,942,773,169,0.011853465,0.014444972,0.0025915077,8386,2355,0.128594,0.03611243,0.09248156
2514,2004.0,KOR,73044,73044,915,777,138,0.010637424,0.012526697,0.0018892722,9375,2884,0.12834729,0.03948305,0.088864245
2515,2005.0,KOR,81972,81972,1111,791,320,0.009649636,0.013553409,0.003903772,9223,3234,0.11251403,0.039452497,0.07306153
2516,2006.0,KOR,91249,91249,1143,927,216,0.010159016,0.012526165,0.0023671493,9922,3914,0.108735435,0.042893622,0.06584182
2517,2007.0,KOR,100723,100723,1304,994,310,0.00986865,0.012946398,0.003077748,11360,4794,0.112784564,0.04759588,0.06518868
2518,2008.0,KOR,111406,111406,1364,1035,329,0.009290343,0.012243506,0.0029531624,11919,6022,0.10698706,0.05405454,0.052932516
2519,2009.0,KOR,121377,121377,1373,1167,206,0.009614672,0.011311863,0.0016971914,12681,6465,0.10447614,0.0532638,0.051212337
2520,2010.0,KOR,131692,131692,1519,1320,199,0.010023388,0.01153449,0.0015111016,13773,6225,0.10458494,0.047269385,0.057315554
2521,2011.0,KOR,141457,141457,1553,1396,157,0.009868723,0.010978601,0.001109878,13918,7148,0.098390326,0.050531257,0.047859065
2522,2012.0,KOR,152108,152108,1655,1357,298,0.008921293,0.010880427,0.0019591344,15017,7895,0.09872591,0.05190391,0.046821997
2523,2013.0,KOR,162748,162748,1806,1594,212,0.009794283,0.011096911,0.0013026274,15705,9257,0.096498884,0.05687935,0.039619535
2524,2014.0,KOR,172029,172029,1808,1674,134,0.009730917,0.010509856,0.0007789384,16904,9965,0.098262504,0.05792628,0.04033622
2525,2015.0,KOR,180751,180751,1808,1640,168,0.009073256,0.010002711,0.00092945545,16621,11753,0.09195523,0.065023154,0.026932077
2526,2016.0,KOR,187397,187397,1775,1802,-27,0.009615949,0.00947187,-0.00014407915,16268,12935,0.08681036,0.069024585,0.01778577
2527,2017.0,KOR,193765,193765,1755,1863,-108,0.00961474,0.0090573635,-0.0005573762,16309,13871,0.08416897,0.07158671,0.012582252
2528,2018.0,KOR,197788,197788,1778,2051,-273,0.010369689,0.008989423,-0.0013802657,15769,15378,0.07972678,0.077749915,0.0019768642
2529,2019.0,KOR,196345,196345,1764,2148,-384,0.010939927,0.008984186,-0.001955741,15984,17721,0.081407726,0.090254396,-0.008846673
2530,2020.0,KOR,183231,183231,1735,2234,-499,0.0121922605,0.009468921,-0.0027233383,15010,24320,0.081918456,0.13272864,-0.05081018
2531,2021.0,KOR,167684,167684,1496,1665,-169,0.009929391,0.008921543,-0.0010078481,10338,47546,0.061651677,0.28354523,-0.22189356
2532,2022.0,KOR,0,0,894,842,52,,,,4,78097,,,
2533,1996.0,KWT,346,346,0,0,0,0.0,0.0,0.0,173,0,0.5,0.0,0.5
2534,1997.0,KWT,402,402,4,2,2,0.0049751243,0.0099502485,0.0049751243,110,4,0.27363184,0.0099502485,0.2636816
2535,1998.0,KWT,673,673,6,5,1,0.0074294205,0.008915304,0.0014858841,63,18,0.0936107,0.026745914,0.06686478
2536,1999.0,KWT,909,909,24,15,9,0.01650165,0.026402641,0.00990099,54,3,0.05940594,0.0033003301,0.05610561
2537,2000.0,KWT,1051,1051,11,16,-5,0.015223596,0.010466223,-0.004757374,270,12,0.2568982,0.011417697,0.2454805
2538,2001.0,KWT,1162,1162,24,31,-7,0.026678141,0.020654045,-0.006024096,257,17,0.2211704,0.014629948,0.20654045
2539,2002.0,KWT,1313,1313,42,42,0,0.031987812,0.031987812,0.0,165,51,0.12566641,0.038842347,0.08682407
2540,2003.0,KWT,1445,1445,48,31,17,0.021453287,0.033217993,0.011764706,132,43,0.09134948,0.029757785,0.061591696
2541,2004.0,KWT,1587,1587,61,27,34,0.017013233,0.038437303,0.02142407,158,55,0.09955892,0.034656584,0.06490233
2542,2005.0,KWT,1705,1705,52,25,27,0.014662757,0.030498534,0.015835777,149,63,0.08739003,0.036950145,0.050439883
2543,2006.0,KWT,1854,1854,63,33,30,0.017799353,0.033980582,0.01618123,163,76,0.08791801,0.04099245,0.046925567
2544,2007.0,KWT,1967,1967,61,30,31,0.015251652,0.031011693,0.01576004,172,100,0.08744281,0.05083884,0.036603965
2545,2008.0,KWT,2048,2048,46,40,6,0.01953125,0.022460938,0.0029296875,166,100,0.08105469,0.048828125,0.032226562
2546,2009.0,KWT,2103,2103,58,37,21,0.017593913,0.027579648,0.009985735,149,150,0.07085116,0.07132667,-0.0004755112
2547,2010.0,KWT,2161,2161,66,31,35,0.014345211,0.030541416,0.016196206,155,95,0.071726054,0.04396113,0.027764924
2548,2011.0,KWT,2215,2215,62,39,23,0.017607223,0.02799097,0.0103837475,136,153,0.06139955,0.06907449,-0.0076749437
2549,2012.0,KWT,2167,2167,53,49,4,0.022611907,0.024457775,0.0018458698,143,123,0.065989845,0.056760497,0.009229349
2550,2013.0,KWT,2260,2260,74,42,32,0.01858407,0.032743365,0.014159292,160,149,0.07079646,0.065929204,0.0048672566
2551,2014.0,KWT,2335,2335,99,36,63,0.015417559,0.042398285,0.026980728,119,130,0.0509636,0.05567452,-0.0047109206
2552,2015.0,KWT,2407,2407,92,60,32,0.024927296,0.038221855,0.013294557,156,137,0.06481097,0.056917325,0.007893643
2553,2016.0,KWT,2517,2517,113,61,52,0.0242352,0.044894718,0.020659516,169,161,0.067143425,0.06396504,0.003178387
2554,2017.0,KWT,2673,2673,129,66,63,0.024691358,0.048260383,0.023569023,142,154,0.05312383,0.057613168,-0.004489338
2555,2018.0,KWT,2822,2822,118,68,50,0.024096385,0.041814316,0.017717931,200,208,0.070871726,0.07370659,-0.0028348689
2556,2019.0,KWT,2916,2916,137,85,52,0.02914952,0.04698217,0.017832648,189,308,0.06481481,0.10562414,-0.04080933
2557,2020.0,KWT,2866,2866,117,62,55,0.021632938,0.04082345,0.019190509,165,446,0.057571527,0.15561758,-0.09804606
2558,2021.0,KWT,2680,2680,60,38,22,0.014179105,0.02238806,0.008208956,118,824,0.04402985,0.3074627,-0.26343283
2559,1996.0,LAO,8,8,0,0,0,0.0,0.0,0.0,1,0,0.125,0.0,0.125
2560,1997.0,LAO,8,8,0,0,0,0.0,0.0,0.0,2,0,0.25,0.0,0.25
2561,1998.0,LAO,14,14,0,0,0,0.0,0.0,0.0,5,0,0.35714287,0.0,0.35714287
2562,2000.0,LAO,26,26,1,0,1,0.0,0.03846154,0.03846154,6,0,0.23076923,0.0,0.23076923
2563,2001.0,LAO,37,37,1,0,1,0.0,0.027027028,0.027027028,8,2,0.21621622,0.054054055,0.16216215
2564,2002.0,LAO,50,50,5,4,1,0.08,0.1,0.02,5,1,0.1,0.02,0.08
2565,2003.0,LAO,64,64,5,2,3,0.03125,0.078125,0.046875,10,1,0.15625,0.015625,0.140625
2566,2004.0,LAO,92,92,5,1,4,0.010869565,0.054347824,0.04347826,12,1,0.13043478,0.010869565,0.11956522
2567,2005.0,LAO,109,109,5,5,0,0.04587156,0.04587156,0.0,12,3,0.110091746,0.027522936,0.08256881
2568,2006.0,LAO,130,130,10,3,7,0.023076924,0.07692308,0.053846154,26,6,0.2,0.046153847,0.15384616
2569,2007.0,LAO,144,144,7,9,-2,0.0625,0.048611112,-0.013888889,21,3,0.14583333,0.020833334,0.125
2570,2008.0,LAO,169,169,10,3,7,0.01775148,0.0591716,0.041420117,19,7,0.112426035,0.041420117,0.07100592
2571,2009.0,LAO,199,199,10,4,6,0.020100502,0.050251257,0.030150754,22,6,0.110552765,0.030150754,0.08040201
2572,2010.0,LAO,230,230,7,5,2,0.02173913,0.030434782,0.008695652,23,8,0.1,0.034782607,0.06521739
2573,2011.0,LAO,258,258,10,7,3,0.027131783,0.03875969,0.011627907,33,13,0.12790698,0.0503876,0.07751938
2574,2012.0,LAO,289,289,16,10,6,0.034602076,0.055363324,0.020761246,30,12,0.10380623,0.04152249,0.062283736
2575,2013.0,LAO,313,313,18,19,-1,0.060702875,0.057507988,-0.0031948881,34,16,0.1086262,0.05111821,0.057507988
2576,2014.0,LAO,327,327,14,17,-3,0.051987767,0.042813454,-0.0091743115,37,12,0.113149844,0.036697246,0.0764526
2577,2015.0,LAO,345,345,14,16,-2,0.046376813,0.04057971,-0.0057971017,31,17,0.089855075,0.04927536,0.04057971
2578,2016.0,LAO,380,380,27,13,14,0.034210525,0.07105263,0.036842104,31,22,0.08157895,0.057894737,0.023684211
2579,2017.0,LAO,402,402,28,21,7,0.052238807,0.06965174,0.017412934,36,28,0.08955224,0.06965174,0.019900497
2580,2018.0,LAO,421,421,23,15,8,0.035629455,0.05463183,0.019002376,43,46,0.10213777,0.10926366,-0.007125891
2581,2019.0,LAO,420,420,18,21,-3,0.05,0.042857144,-0.007142857,24,71,0.057142857,0.16904762,-0.11190476
2582,2020.0,LAO,414,414,28,12,16,0.028985508,0.06763285,0.038647342,20,63,0.048309177,0.1521739,-0.10386474
2583,2021.0,LAO,370,370,9,7,2,0.018918918,0.024324324,0.0054054055,7,116,0.018918918,0.31351352,-0.2945946
2584,1996.0,LBN,141,141,0,0,0,0.0,0.0,0.0,50,0,0.35460994,0.0,0.35460994
2585,1997.0,LBN,173,173,3,3,0,0.01734104,0.01734104,0.0,53,0,0.30635837,0.0,0.30635837
2586,1998.0,LBN,378,378,5,5,0,0.013227513,0.013227513,0.0,38,1,0.1005291,0.0026455026,0.0978836
2587,1999.0,LBN,649,649,26,2,24,0.0030816642,0.040061634,0.03697997,32,2,0.049306627,0.0030816642,0.046224963
2588,2000.0,LBN,848,848,15,7,8,0.008254717,0.017688679,0.009433962,205,7,0.24174528,0.008254717,0.23349057
2589,2001.0,LBN,1063,1063,40,22,18,0.020696143,0.03762935,0.016933208,255,25,0.23988712,0.023518344,0.21636876
2590,2002.0,LBN,1246,1246,39,39,0,0.03130016,0.03130016,0.0,196,30,0.15730338,0.024077047,0.13322632
2591,2003.0,LBN,1435,1435,63,37,26,0.025783973,0.043902438,0.018118467,204,33,0.14216028,0.022996515,0.11916377
2592,2004.0,LBN,1627,1627,66,58,8,0.03564843,0.040565457,0.004917025,184,37,0.11309158,0.022741241,0.09035034
2593,2005.0,LBN,1804,1804,72,48,24,0.02660754,0.039911307,0.01330377,193,45,0.10698448,0.024944568,0.082039915
2594,2006.0,LBN,2021,2021,73,57,16,0.02820386,0.03612073,0.007916872,231,72,0.11429985,0.035625927,0.07867392
2595,2007.0,LBN,2183,2183,68,68,0,0.031149793,0.031149793,0.0,224,75,0.10261109,0.03435639,0.068254694
2596,2008.0,LBN,2307,2307,72,97,-25,0.042045947,0.031209363,-0.0108365845,256,75,0.11096662,0.03250975,0.07845687
2597,2009.0,LBN,2485,2485,82,95,-13,0.038229376,0.03299799,-0.0052313884,222,101,0.089336015,0.040643863,0.048692152
2598,2010.0,LBN,2689,2689,93,99,-6,0.03681666,0.03458535,-0.0022313127,220,100,0.0818148,0.037188545,0.044626255
2599,2011.0,LBN,2906,2906,95,96,-1,0.0330351,0.032690983,-0.00034411563,290,85,0.09979353,0.029249828,0.0705437
2600,2012.0,LBN,3252,3252,168,89,79,0.027367774,0.051660515,0.024292743,311,101,0.095633455,0.03105781,0.06457564
2601,2013.0,LBN,3545,3545,141,116,25,0.032722145,0.03977433,0.007052186,333,121,0.09393512,0.03413258,0.05980254
2602,2014.0,LBN,3931,3931,164,142,22,0.036123123,0.041719664,0.0055965404,383,124,0.097430676,0.031544138,0.06588654
2603,2015.0,LBN,4393,4393,175,124,51,0.028226724,0.0398361,0.011609378,391,192,0.08900524,0.043705896,0.04529934
2604,2016.0,LBN,4923,4923,208,167,41,0.033922404,0.04225066,0.008328255,461,212,0.093642086,0.04306317,0.050578915
2605,2017.0,LBN,5447,5447,204,175,29,0.032127775,0.037451807,0.0053240317,497,255,0.09124289,0.046814762,0.044428125
2606,2018.0,LBN,5989,5989,229,169,60,0.0282184,0.038236767,0.010018367,578,373,0.09651027,0.06228085,0.03422942
2607,2019.0,LBN,6140,6140,198,202,-4,0.032899022,0.03224756,-0.0006514658,572,538,0.09315961,0.08762215,0.005537459
2608,2020.0,LBN,5874,5874,173,249,-76,0.042390194,0.029451821,-0.012938373,595,816,0.10129384,0.13891727,-0.037623424
2609,2021.0,LBN,5408,5408,112,205,-93,0.037906803,0.020710059,-0.017196745,287,1650,0.05306953,0.30510354,-0.25203404
2610,2003.0,LBR,3,3,0,0,0,0.0,0.0,0.0,1,0,0.33333334,0.0,0.33333334
2611,2004.0,LBR,4,4,0,0,0,0.0,0.0,0.0,1,0,0.25,0.0,0.25
2612,2005.0,LBR,3,3,0,1,-1,0.33333334,0.0,-0.33333334,1,0,0.33333334,0.0,0.33333334
2613,2006.0,LBR,3,3,0,0,0,0.0,0.0,0.0,1,0,0.33333334,0.0,0.33333334
2614,2010.0,LBR,21,21,0,0,0,0.0,0.0,0.0,2,0,0.0952381,0.0,0.0952381
2615,2011.0,LBR,27,27,2,0,2,0.0,0.074074075,0.074074075,9,1,0.33333334,0.037037037,0.2962963
2616,2012.0,LBR,38,38,3,1,2,0.02631579,0.078947365,0.05263158,7,3,0.18421052,0.078947365,0.10526316
2617,2013.0,LBR,54,54,3,2,1,0.037037037,0.055555556,0.018518519,4,1,0.074074075,0.018518519,0.055555556
2618,2014.0,LBR,65,65,5,0,5,0.0,0.07692308,0.07692308,10,4,0.15384616,0.06153846,0.092307694
2619,2015.0,LBR,72,72,6,7,-1,0.097222224,0.083333336,-0.013888889,16,3,0.22222222,0.041666668,0.18055555
2620,2016.0,LBR,99,99,7,4,3,0.04040404,0.07070707,0.030303031,10,5,0.1010101,0.05050505,0.05050505
2621,2017.0,LBR,125,125,15,4,11,0.032,0.12,0.088,12,9,0.096,0.072,0.024
2622,2018.0,LBR,145,145,16,4,12,0.027586207,0.11034483,0.08275862,20,19,0.13793103,0.13103448,0.0068965517
2623,2019.0,LBR,142,142,15,17,-2,0.11971831,0.1056338,-0.014084507,18,15,0.12676056,0.1056338,0.02112676
2624,2020.0,LBR,128,128,6,14,-8,0.109375,0.046875,-0.0625,12,10,0.09375,0.078125,0.015625
2625,2021.0,LBR,112,112,8,5,3,0.04464286,0.071428575,0.026785715,5,52,0.04464286,0.4642857,-0.41964287
2626,1996.0,LBY,24,24,0,0,0,0.0,0.0,0.0,9,0,0.375,0.0,0.375
2627,1997.0,LBY,26,26,0,0,0,0.0,0.0,0.0,4,1,0.15384616,0.03846154,0.115384616
2628,1998.0,LBY,45,45,2,0,2,0.0,0.044444446,0.044444446,11,1,0.24444444,0.022222223,0.22222222
2629,1999.0,LBY,64,64,1,2,-1,0.03125,0.015625,-0.015625,2,1,0.03125,0.015625,0.015625
2630,2000.0,LBY,88,88,5,1,4,0.011363637,0.056818184,0.045454547,17,5,0.19318181,0.056818184,0.13636364
2631,2001.0,LBY,109,109,6,4,2,0.036697246,0.055045873,0.018348623,22,7,0.20183486,0.06422018,0.13761468
2632,2002.0,LBY,126,126,5,7,-2,0.055555556,0.03968254,-0.015873017,21,8,0.16666667,0.06349207,0.103174604
2633,2003.0,LBY,147,147,5,6,-1,0.040816326,0.034013607,-0.006802721,24,8,0.1632653,0.054421768,0.108843535
2634,2004.0,LBY,174,174,10,4,6,0.022988506,0.057471264,0.03448276,19,7,0.109195404,0.040229887,0.06896552
2635,2005.0,LBY,192,192,11,2,9,0.010416667,0.057291668,0.046875,36,14,0.1875,0.072916664,0.114583336
2636,2006.0,LBY,221,221,9,8,1,0.036199097,0.040723983,0.004524887,36,15,0.16289593,0.06787331,0.095022626
2637,2007.0,LBY,291,291,15,8,7,0.02749141,0.05154639,0.024054984,21,24,0.072164945,0.082474224,-0.010309278
2638,2008.0,LBY,369,369,42,6,36,0.016260162,0.11382114,0.09756097,37,13,0.100271,0.035230353,0.06504065
2639,2009.0,LBY,428,428,34,10,24,0.023364486,0.07943925,0.056074765,68,33,0.1588785,0.0771028,0.0817757
2640,2010.0,LBY,454,454,29,12,17,0.026431719,0.06387665,0.037444934,59,50,0.12995595,0.11013216,0.019823788
2641,2011.0,LBY,483,483,29,24,5,0.049689442,0.06004141,0.010351967,50,36,0.10351967,0.07453416,0.028985508
2642,2012.0,LBY,501,501,44,30,14,0.059880238,0.08782435,0.027944112,42,34,0.08383234,0.06786427,0.015968064
2643,2013.0,LBY,492,492,38,24,14,0.048780486,0.07723577,0.028455285,37,55,0.075203255,0.111788616,-0.036585364
2644,2014.0,LBY,512,512,48,19,29,0.037109375,0.09375,0.056640625,53,45,0.103515625,0.087890625,0.015625
2645,2015.0,LBY,530,530,41,24,17,0.04528302,0.07735849,0.032075472,34,61,0.064150944,0.11509434,-0.050943397
2646,2016.0,LBY,530,530,32,26,6,0.049056605,0.06037736,0.011320755,29,64,0.054716982,0.12075472,-0.06603774
2647,2017.0,LBY,543,543,43,14,29,0.02578269,0.07918969,0.053407,30,53,0.055248618,0.09760589,-0.042357273
2648,2018.0,LBY,598,598,50,28,22,0.04682274,0.08361204,0.036789298,46,58,0.07692308,0.09698997,-0.020066889
2649,2019.0,LBY,620,620,57,33,24,0.053225808,0.091935486,0.038709678,31,76,0.05,0.12258065,-0.07258064
2650,2020.0,LBY,605,605,54,28,26,0.04628099,0.0892562,0.042975206,78,93,0.12892562,0.15371901,-0.024793388
2651,2021.0,LBY,568,568,26,6,20,0.01056338,0.045774646,0.03521127,35,198,0.061619718,0.34859154,-0.28697184
2652,2006.0,LCA,2,2,0,0,0,0.0,0.0,0.0,1,0,0.5,0.0,0.5
2653,2008.0,LCA,2,2,0,0,0,0.0,0.0,0.0,1,0,0.5,0.0,0.5
2654,2011.0,LCA,2,2,0,0,0,0.0,0.0,0.0,1,0,0.5,0.0,0.5
2655,2015.0,LCA,2,2,0,0,0,0.0,0.0,0.0,1,0,0.5,0.0,0.5
2656,2018.0,LCA,4,4,0,0,0,0.0,0.0,0.0,1,2,0.25,0.5,-0.25
2657,2021.0,LCA,3,3,0,0,0,0.0,0.0,0.0,2,0,0.6666667,0.0,0.6666667
2658,1996.0,LIE,8,8,0,0,0,0.0,0.0,0.0,4,0,0.5,0.0,0.5
2659,1997.0,LIE,10,10,0,0,0,0.0,0.0,0.0,2,0,0.2,0.0,0.2
2660,1998.0,LIE,18,18,2,0,2,0.0,0.11111111,0.11111111,2,0,0.11111111,0.0,0.11111111
2661,1999.0,LIE,20,20,2,2,0,0.1,0.1,0.0,2,2,0.1,0.1,0.0
2662,2000.0,LIE,25,25,4,0,4,0.0,0.16,0.16,6,0,0.24,0.0,0.24
2663,2001.0,LIE,32,32,2,1,1,0.03125,0.0625,0.03125,2,2,0.0625,0.0625,0.0
2664,2002.0,LIE,37,37,4,0,4,0.0,0.10810811,0.10810811,2,3,0.054054055,0.08108108,-0.027027028
2665,2003.0,LIE,50,50,5,4,1,0.08,0.1,0.02,6,2,0.12,0.04,0.08
2666,2004.0,LIE,56,56,3,2,1,0.035714287,0.05357143,0.017857144,5,1,0.08928572,0.017857144,0.071428575
2667,2005.0,LIE,58,58,3,1,2,0.01724138,0.05172414,0.03448276,13,3,0.22413793,0.05172414,0.1724138
2668,2006.0,LIE,62,62,6,4,2,0.06451613,0.09677419,0.032258064,7,7,0.11290322,0.11290322,0.0
2669,2007.0,LIE,72,72,7,3,4,0.041666668,0.097222224,0.055555556,2,4,0.027777778,0.055555556,-0.027777778
2670,2008.0,LIE,78,78,7,4,3,0.051282052,0.08974359,0.03846154,4,9,0.051282052,0.115384616,-0.06410257
2671,2009.0,LIE,73,73,1,2,-1,0.02739726,0.01369863,-0.01369863,7,0,0.09589041,0.0,0.09589041
2672,2010.0,LIE,78,78,9,4,5,0.051282052,0.115384616,0.06410257,4,6,0.051282052,0.07692308,-0.025641026
2673,2011.0,LIE,81,81,12,4,8,0.049382716,0.14814815,0.09876543,5,6,0.061728396,0.074074075,-0.012345679
2674,2012.0,LIE,92,92,6,4,2,0.04347826,0.06521739,0.02173913,3,7,0.032608695,0.07608695,-0.04347826
2675,2013.0,LIE,101,101,7,3,4,0.02970297,0.06930693,0.03960396,5,5,0.04950495,0.04950495,0.0
2676,2014.0,LIE,108,108,9,6,3,0.055555556,0.083333336,0.027777778,11,7,0.10185185,0.06481481,0.037037037
2677,2015.0,LIE,108,108,8,8,0,0.074074075,0.074074075,0.0,10,7,0.09259259,0.06481481,0.027777778
2678,2016.0,LIE,108,108,5,5,0,0.046296295,0.046296295,0.0,11,13,0.10185185,0.12037037,-0.018518519
2679,2017.0,LIE,106,106,6,5,1,0.047169812,0.056603774,0.009433962,7,7,0.06603774,0.06603774,0.0
2680,2018.0,LIE,115,115,6,4,2,0.034782607,0.052173913,0.017391304,6,9,0.052173913,0.07826087,-0.026086956
2681,2019.0,LIE,113,113,12,8,4,0.07079646,0.10619469,0.03539823,5,13,0.044247787,0.11504425,-0.07079646
2682,2020.0,LIE,113,113,11,8,3,0.07079646,0.097345136,0.026548672,14,7,0.123893805,0.061946902,0.061946902
2683,2021.0,LIE,111,111,13,6,7,0.054054055,0.117117114,0.06306306,4,38,0.036036037,0.34234235,-0.3063063
2684,1996.0,LKA,108,108,0,0,0,0.0,0.0,0.0,43,0,0.39814815,0.0,0.39814815
2685,1997.0,LKA,134,134,1,0,1,0.0,0.0074626864,0.0074626864,28,1,0.20895523,0.0074626864,0.20149253
2686,1998.0,LKA,263,263,7,4,3,0.015209125,0.02661597,0.0114068445,37,0,0.14068441,0.0,0.14068441
2687,1999.0,LKA,366,366,6,4,2,0.010928961,0.016393442,0.0054644807,25,1,0.068306014,0.0027322404,0.06557377
2688,2000.0,LKA,502,502,4,11,-7,0.021912351,0.007968128,-0.0139442235,126,1,0.25099602,0.001992032,0.24900399
2689,2001.0,LKA,595,595,7,16,-9,0.026890757,0.011764706,-0.01512605,114,12,0.19159664,0.020168068,0.17142858
2690,2002.0,LKA,693,693,14,23,-9,0.033189032,0.02020202,-0.012987013,149,16,0.21500722,0.023088023,0.1919192
2691,2003.0,LKA,814,814,30,16,14,0.01965602,0.03685504,0.017199017,115,23,0.14127764,0.028255528,0.11302211
2692,2004.0,LKA,905,905,33,33,0,0.036464088,0.036464088,0.0,108,21,0.119337015,0.02320442,0.0961326
2693,2005.0,LKA,994,994,35,34,1,0.03420523,0.03521127,0.0010060362,129,26,0.12977867,0.026156941,0.10362173
2694,2006.0,LKA,1121,1121,36,29,7,0.025869759,0.032114185,0.0062444247,129,23,0.11507583,0.020517396,0.09455843
2695,2007.0,LKA,1261,1261,24,34,-10,0.026962727,0.019032514,-0.0079302145,126,44,0.0999207,0.034892943,0.06502776
2696,2008.0,LKA,1348,1348,29,32,-3,0.023738872,0.021513354,-0.0022255194,168,45,0.12462908,0.03338279,0.09124629
2697,2009.0,LKA,1498,1498,47,42,5,0.028037382,0.031375166,0.0033377837,185,55,0.123498,0.03671562,0.08678237
2698,2010.0,LKA,1589,1589,37,64,-27,0.040276904,0.023285085,-0.016991818,150,44,0.09439899,0.027690371,0.066708624
2699,2011.0,LKA,1798,1798,65,43,22,0.023915462,0.03615128,0.0122358175,201,74,0.11179088,0.04115684,0.07063404
2700,2012.0,LKA,1980,1980,59,59,0,0.02979798,0.02979798,0.0,172,81,0.08686869,0.04090909,0.045959596
2701,2013.0,LKA,2187,2187,69,64,5,0.029263832,0.03155007,0.002286237,242,78,0.11065386,0.035665296,0.07498857
2702,2014.0,LKA,2476,2476,84,46,38,0.018578352,0.033925686,0.015347335,257,92,0.103796445,0.037156705,0.066639744
2703,2015.0,LKA,2810,2810,97,48,49,0.017081851,0.03451957,0.017437723,250,119,0.08896797,0.042348754,0.046619218
2704,2016.0,LKA,3129,3129,98,57,41,0.018216683,0.03131991,0.013103228,343,118,0.109619685,0.03771173,0.07190796
2705,2017.0,LKA,3473,3473,122,78,44,0.022458969,0.03512813,0.012669162,362,179,0.104232654,0.051540457,0.052692197
2706,2018.0,LKA,3834,3834,135,96,39,0.025039123,0.03521127,0.010172144,359,255,0.09363589,0.06651017,0.027125718
2707,2019.0,LKA,4107,4107,130,114,16,0.027757486,0.031653274,0.0038957878,362,323,0.088142194,0.07864621,0.009495983
2708,2020.0,LKA,4038,4038,130,97,33,0.024021793,0.032194156,0.008172362,390,515,0.096582465,0.12753838,-0.030955918
2709,2021.0,LKA,3784,3784,72,71,1,0.018763214,0.019027485,0.0002642706,266,1174,0.07029598,0.3102537,-0.23995772
2710,1996.0,LSO,7,7,0,0,0,0.0,0.0,0.0,3,0,0.42857143,0.0,0.42857143
2711,1997.0,LSO,9,9,0,1,-1,0.11111111,0.0,-0.11111111,3,0,0.33333334,0.0,0.33333334
2712,1998.0,LSO,11,11,0,0,0,0.0,0.0,0.0,1,0,0.09090909,0.0,0.09090909
