year,countrycode,padded_population_of_researchers,paddedpop,number_of_inmigrations,number_of_outmigrations,netmigration,outmigrationrate,inmigrationrate,netmigrationrate
2005.0,LAO,179,179,13,3,10,0.016759777,0.0726257,0.05586592
2006.0,LAO,206,206,9,3,6,0.014563107,0.04368932,0.029126214
2007.0,LAO,227,227,9,8,1,0.03524229,0.039647575,0.004405286
2008.0,LAO,252,252,13,11,2,0.043650795,0.051587302,0.007936508
2009.0,LAO,280,280,13,12,1,0.042857144,0.046428572,0.0035714286
2010.0,LAO,323,323,15,8,7,0.024767801,0.04643963,0.021671826
2011.0,LAO,363,363,22,18,4,0.049586777,0.060606062,0.011019284
2012.0,LAO,402,402,29,20,9,0.049751244,0.0721393,0.02238806
2013.0,LAO,432,432,30,32,-2,0.074074075,0.06944445,-0.0046296297
2014.0,LAO,465,465,27,28,-1,0.060215052,0.058064517,-0.0021505377
2015.0,LAO,504,504,40,24,16,0.04761905,0.07936508,0.031746034
2016.0,LAO,546,546,43,22,21,0.04029304,0.07875458,0.03846154
2017.0,LAO,575,575,42,41,1,0.07130435,0.07304348,0.0017391305
2018.0,LAO,611,611,48,22,26,0.036006548,0.07855974,0.04255319
2019.0,LAO,621,621,41,38,3,0.061191626,0.066022545,0.004830918
2020.0,LAO,625,625,43,27,16,0.0432,0.0688,0.0256
2021.0,LAO,588,588,40,26,14,0.044217687,0.06802721,0.023809524
2022.0,LAO,0,0,23,12,11,,,
1996.0,LBN,581,581,0,0,0,0.0,0.0,0.0
1997.0,LBN,735,735,39,22,17,0.029931974,0.053061225,0.02312925
1998.0,LBN,920,920,63,27,36,0.029347826,0.068478264,0.039130434
1999.0,LBN,1073,1073,61,34,27,0.03168686,0.056849953,0.025163094
2000.0,LBN,1171,1171,66,54,12,0.046114434,0.056362085,0.0102476515
2001.0,LBN,1320,1320,74,45,29,0.03409091,0.056060605,0.021969697
2002.0,LBN,1429,1429,57,70,-13,0.048985306,0.03988803,-0.009097271
2003.0,LBN,1563,1563,92,58,34,0.037108127,0.058861166,0.02175304
2004.0,LBN,1741,1741,93,61,32,0.035037335,0.053417575,0.018380241
2005.0,LBN,1903,1903,82,64,18,0.03363111,0.04308986,0.00945875
2006.0,LBN,2129,2129,90,68,22,0.03193988,0.04227337,0.01033349
2007.0,LBN,2282,2282,81,92,-11,0.040315513,0.03549518,-0.004820333
2008.0,LBN,2393,2393,91,120,-29,0.05014626,0.03802758,-0.0121186795
2009.0,LBN,2609,2609,117,110,7,0.042161748,0.04484477,0.0026830204
2010.0,LBN,2814,2814,124,122,2,0.043354657,0.044065386,0.00071073207
2011.0,LBN,3064,3064,146,117,29,0.03818538,0.047650132,0.009464752
2012.0,LBN,3419,3419,182,112,70,0.032758117,0.05323194,0.020473823
2013.0,LBN,3718,3718,177,144,33,0.038730502,0.04760624,0.00887574
2014.0,LBN,4137,4137,205,191,14,0.046168722,0.049552817,0.0033840947
2015.0,LBN,4628,4628,222,164,58,0.035436474,0.047968887,0.012532411
2016.0,LBN,5178,5178,230,208,22,0.04016995,0.044418696,0.004248745
2017.0,LBN,5820,5820,246,219,27,0.037628867,0.04226804,0.0046391753
2018.0,LBN,6491,6491,304,224,80,0.03450932,0.046834078,0.012324757
2019.0,LBN,6956,6956,269,248,21,0.035652675,0.03867165,0.0030189764
2020.0,LBN,7136,7136,249,313,-64,0.04386211,0.034893498,-0.00896861
2021.0,LBN,6726,6726,226,414,-188,0.061552186,0.033600952,-0.027951233
2022.0,LBN,0,0,159,434,-275,,,
2023.0,LBN,0,0,111,257,-146,,,
1996.0,LBR,4,4,0,0,0,0.0,0.0,0.0
1997.0,LBR,2,2,0,2,-2,1.0,0.0,-1.0
2000.0,LBR,4,4,0,0,0,0.0,0.0,0.0
2002.0,LBR,7,7,2,0,2,0.0,0.2857143,0.2857143
2004.0,LBR,7,7,0,1,-1,0.14285715,0.0,-0.14285715
2006.0,LBR,8,8,2,0,2,0.0,0.25,0.25
2010.0,LBR,34,34,2,3,-1,0.0882353,0.05882353,-0.029411765
2011.0,LBR,37,37,4,5,-1,0.13513513,0.10810811,-0.027027028
2012.0,LBR,56,56,9,4,5,0.071428575,0.16071428,0.08928572
2013.0,LBR,90,90,9,2,7,0.022222223,0.1,0.07777778
2014.0,LBR,121,121,13,1,12,0.008264462,0.10743801,0.09917355
2015.0,LBR,145,145,12,6,6,0.04137931,0.08275862,0.04137931
2016.0,LBR,210,210,26,6,20,0.028571429,0.123809524,0.0952381
2017.0,LBR,248,248,32,18,14,0.07258064,0.12903225,0.05645161
2018.0,LBR,263,263,24,18,6,0.06844106,0.091254756,0.022813689
2019.0,LBR,279,279,17,21,-4,0.07526882,0.0609319,-0.014336918
2020.0,LBR,275,275,19,34,-15,0.123636365,0.06909091,-0.054545455
2021.0,LBR,268,268,36,18,18,0.06716418,0.13432837,0.06716418
2022.0,LBR,0,0,71,16,55,,,
1996.0,LBY,95,95,0,0,0,0.0,0.0,0.0
1997.0,LBY,118,118,5,1,4,0.008474576,0.042372882,0.033898305
1998.0,LBY,138,138,3,7,-4,0.050724637,0.02173913,-0.028985508
1999.0,LBY,149,149,7,3,4,0.020134227,0.046979867,0.026845638
2000.0,LBY,157,157,9,10,-1,0.06369427,0.05732484,-0.006369427
2001.0,LBY,164,164,8,10,-2,0.06097561,0.048780486,-0.0121951215
2002.0,LBY,167,167,11,10,1,0.059880238,0.065868266,0.005988024
2003.0,LBY,182,182,14,7,7,0.03846154,0.07692308,0.03846154
2004.0,LBY,200,200,15,13,2,0.065,0.075,0.01
2005.0,LBY,228,228,16,5,11,0.021929825,0.07017544,0.048245613
2006.0,LBY,265,265,16,12,4,0.04528302,0.06037736,0.01509434
2007.0,LBY,343,343,24,10,14,0.029154519,0.069970846,0.040816326
2008.0,LBY,447,447,50,10,40,0.022371365,0.111856826,0.08948546
2009.0,LBY,500,500,30,8,22,0.016,0.06,0.044
2010.0,LBY,538,538,38,15,23,0.027881041,0.07063197,0.04275093
2011.0,LBY,556,556,36,31,5,0.055755395,0.0647482,0.008992806
2012.0,LBY,575,575,53,39,14,0.067826085,0.09217391,0.024347827
2013.0,LBY,543,543,48,21,27,0.038674034,0.08839779,0.049723756
2014.0,LBY,557,557,48,39,9,0.070017956,0.08617594,0.016157988
2015.0,LBY,571,571,48,42,6,0.073555164,0.084063046,0.010507881
2016.0,LBY,578,578,48,35,13,0.060553633,0.08304498,0.022491349
2017.0,LBY,592,592,45,27,18,0.045608107,0.07601351,0.030405406
2018.0,LBY,673,673,61,39,22,0.05794948,0.09063893,0.03268945
2019.0,LBY,770,770,67,28,39,0.036363635,0.087012984,0.050649352
2020.0,LBY,838,838,92,35,57,0.04176611,0.1097852,0.06801909
2021.0,LBY,855,855,84,34,50,0.03976608,0.09824561,0.058479533
2022.0,LBY,0,0,48,26,22,,,
1996.0,LCA,5,5,0,0,0,0.0,0.0,0.0
1997.0,LCA,3,3,0,2,-2,0.6666667,0.0,-0.6666667
1998.0,LCA,1,1,0,2,-2,2.0,0.0,-2.0
2001.0,LCA,2,2,1,0,1,0.0,0.5,0.5
2006.0,LCA,5,5,0,0,0,0.0,0.0,0.0
2008.0,LCA,6,6,0,1,-1,0.16666667,0.0,-0.16666667
2010.0,LCA,5,5,0,0,0,0.0,0.0,0.0
2013.0,LCA,10,10,2,0,2,0.0,0.2,0.2
2014.0,LCA,16,16,4,1,3,0.0625,0.25,0.1875
2015.0,LCA,17,17,0,0,0,0.0,0.0,0.0
2016.0,LCA,20,20,3,2,1,0.1,0.15,0.05
2017.0,LCA,19,19,3,4,-1,0.21052632,0.15789473,-0.05263158
2018.0,LCA,21,21,2,1,1,0.04761905,0.0952381,0.04761905
2020.0,LCA,21,21,3,2,1,0.0952381,0.14285715,0.04761905
2021.0,LCA,16,16,1,2,-1,0.125,0.0625,-0.0625
1996.0,LIE,22,22,0,0,0,0.0,0.0,0.0
1997.0,LIE,27,27,3,1,2,0.037037037,0.11111111,0.074074075
1998.0,LIE,33,33,7,4,3,0.121212125,0.21212122,0.09090909
1999.0,LIE,37,37,4,2,2,0.054054055,0.10810811,0.054054055
2000.0,LIE,41,41,7,1,6,0.024390243,0.17073171,0.14634146
2001.0,LIE,42,42,5,7,-2,0.16666667,0.11904762,-0.04761905
2002.0,LIE,47,47,6,3,3,0.06382979,0.12765957,0.06382979
2003.0,LIE,53,53,8,4,4,0.0754717,0.1509434,0.0754717
2004.0,LIE,68,68,9,2,7,0.029411765,0.13235295,0.10294118
2005.0,LIE,68,68,6,6,0,0.0882353,0.0882353,0.0
2006.0,LIE,73,73,6,3,3,0.04109589,0.08219178,0.04109589
2007.0,LIE,82,82,10,7,3,0.085365854,0.12195122,0.036585364
2008.0,LIE,90,90,9,2,7,0.022222223,0.1,0.07777778
2009.0,LIE,83,83,3,5,-2,0.060240965,0.036144577,-0.024096385
2010.0,LIE,89,89,12,6,6,0.06741573,0.13483146,0.06741573
2011.0,LIE,88,88,13,5,8,0.056818184,0.14772727,0.09090909
2012.0,LIE,98,98,11,5,6,0.05102041,0.1122449,0.06122449
2013.0,LIE,106,106,12,9,3,0.08490566,0.11320755,0.028301887
2014.0,LIE,122,122,15,5,10,0.040983606,0.12295082,0.08196721
2015.0,LIE,123,123,7,7,0,0.05691057,0.05691057,0.0
2016.0,LIE,132,132,7,4,3,0.030303031,0.053030305,0.022727273
2017.0,LIE,135,135,14,6,8,0.044444446,0.1037037,0.05925926
2018.0,LIE,143,143,9,9,0,0.062937066,0.062937066,0.0
2019.0,LIE,143,143,12,15,-3,0.10489511,0.08391608,-0.02097902
2020.0,LIE,152,152,16,7,9,0.04605263,0.10526316,0.059210528
2021.0,LIE,148,148,19,16,3,0.10810811,0.12837838,0.02027027
2022.0,LIE,0,0,16,12,4,,,
1996.0,LKA,399,399,0,0,0,0.0,0.0,0.0
1997.0,LKA,516,516,16,6,10,0.011627907,0.031007752,0.019379845
1998.0,LKA,618,618,26,13,13,0.021035599,0.042071197,0.021035599
1999.0,LKA,670,670,20,20,0,0.029850746,0.029850746,0.0
2000.0,LKA,759,759,34,33,1,0.04347826,0.044795785,0.0013175231
2001.0,LKA,833,833,28,24,4,0.028811524,0.033613447,0.0048019206
2002.0,LKA,904,904,47,33,14,0.036504425,0.05199115,0.015486726
2003.0,LKA,1004,1004,46,34,12,0.033864543,0.045816734,0.011952192
2004.0,LKA,1117,1117,54,46,8,0.041181736,0.048343778,0.007162041
2005.0,LKA,1215,1215,52,51,1,0.04197531,0.042798355,0.00082304527
2006.0,LKA,1349,1349,41,38,3,0.028169014,0.030392883,0.0022238696
2007.0,LKA,1510,1510,40,47,-7,0.031125829,0.026490066,-0.0046357615
2008.0,LKA,1620,1620,49,47,2,0.029012345,0.030246913,0.001234568
2009.0,LKA,1774,1774,43,50,-7,0.028184893,0.024239007,-0.003945885
2010.0,LKA,1915,1915,56,79,-23,0.041253265,0.02924282,-0.012010444
2011.0,LKA,2135,2135,82,70,12,0.032786883,0.038407493,0.005620609
2012.0,LKA,2341,2341,77,91,-14,0.038872276,0.032891925,-0.00598035
2013.0,LKA,2613,2613,101,76,25,0.029085342,0.03865289,0.009567547
2014.0,LKA,2940,2940,110,66,44,0.02244898,0.037414964,0.014965987
2015.0,LKA,3268,3268,120,88,32,0.026927784,0.036719706,0.009791922
2016.0,LKA,3669,3669,138,72,66,0.019623876,0.037612427,0.017988553
2017.0,LKA,4105,4105,150,97,53,0.02362972,0.036540803,0.012911084
2018.0,LKA,4562,4562,151,136,15,0.029811487,0.033099517,0.0032880316
2019.0,LKA,5026,5026,162,160,2,0.03183446,0.032232393,0.00039793077
2020.0,LKA,5363,5363,198,132,66,0.02461309,0.036919635,0.012306545
2021.0,LKA,5228,5228,158,162,-4,0.030986993,0.030221881,-0.00076511095
2022.0,LKA,0,0,134,152,-18,,,
2023.0,LKA,0,0,78,97,-19,,,
1996.0,LSO,14,14,0,0,0,0.0,0.0,0.0
1997.0,LSO,16,16,1,2,-1,0.125,0.0625,-0.0625
1999.0,LSO,18,18,2,2,0,0.11111111,0.11111111,0.0
2000.0,LSO,21,21,2,3,-1,0.14285715,0.0952381,-0.04761905
2001.0,LSO,30,30,4,2,2,0.06666667,0.13333334,0.06666667
2002.0,LSO,27,27,0,2,-2,0.074074075,0.0,-0.074074075
2003.0,LSO,23,23,1,9,-8,0.39130434,0.04347826,-0.3478261
2005.0,LSO,32,32,4,1,3,0.03125,0.125,0.09375
2006.0,LSO,37,37,6,1,5,0.027027028,0.16216215,0.13513513
2007.0,LSO,50,50,6,5,1,0.1,0.12,0.02
2008.0,LSO,56,56,6,4,2,0.071428575,0.10714286,0.035714287
2009.0,LSO,58,58,5,11,-6,0.18965517,0.0862069,-0.10344828
2010.0,LSO,69,69,6,6,0,0.08695652,0.08695652,0.0
2011.0,LSO,67,67,8,11,-3,0.1641791,0.11940298,-0.04477612
2012.0,LSO,78,78,6,5,1,0.06410257,0.07692308,0.012820513
2013.0,LSO,87,87,8,11,-3,0.12643678,0.09195402,-0.03448276
2014.0,LSO,96,96,5,4,1,0.041666668,0.052083332,0.010416667
2015.0,LSO,106,106,7,9,-2,0.08490566,0.06603774,-0.018867925
2016.0,LSO,115,115,12,9,3,0.07826087,0.104347825,0.026086956
2017.0,LSO,139,139,6,5,1,0.035971224,0.043165468,0.007194245
2018.0,LSO,157,157,15,10,5,0.06369427,0.0955414,0.031847134
2019.0,LSO,188,188,22,5,17,0.026595745,0.11702128,0.09042553
2020.0,LSO,205,205,22,9,13,0.043902438,0.107317075,0.06341463
2021.0,LSO,195,195,17,17,0,0.08717949,0.08717949,0.0
2022.0,LSO,0,0,16,10,6,,,
1996.0,LTU,1084,1084,0,0,0,0.0,0.0,0.0
1997.0,LTU,1369,1369,30,21,9,0.015339664,0.021913806,0.006574142
1998.0,LTU,1607,1607,29,39,-10,0.024268825,0.01804605,-0.006222775
1999.0,LTU,1769,1769,41,19,22,0.010740532,0.023176936,0.012436405
2000.0,LTU,2256,2256,38,46,-8,0.020390071,0.01684397,-0.0035460992
2001.0,LTU,2697,2697,39,59,-20,0.021876158,0.0144605115,-0.007415647
2002.0,LTU,3117,3117,47,41,6,0.013153673,0.015078601,0.0019249278
2003.0,LTU,3628,3628,53,55,-2,0.015159868,0.0146086,-0.00055126793
2004.0,LTU,4195,4195,46,36,10,0.008581645,0.010965435,0.0023837902
2005.0,LTU,4591,4591,65,47,18,0.010237421,0.014158135,0.0039207144
2006.0,LTU,5229,5229,48,47,1,0.008988334,0.009179575,0.00019124115
2007.0,LTU,5708,5708,56,57,-1,0.009985984,0.009810792,-0.0001751927
2008.0,LTU,6143,6143,63,63,0,0.010255575,0.010255575,0.0
2009.0,LTU,6575,6575,37,46,-9,0.0069961976,0.0056273765,-0.0013688212
2010.0,LTU,6910,6910,54,48,6,0.0069464543,0.007814761,0.0008683068
2011.0,LTU,7175,7175,47,46,1,0.0064111496,0.0065505225,0.00013937282
2012.0,LTU,7482,7482,48,56,-8,0.0074846298,0.006415397,-0.0010692328
2013.0,LTU,7869,7869,75,59,16,0.0074977763,0.009531071,0.002033295
2014.0,LTU,8172,8172,75,70,5,0.008565835,0.00917768,0.00061184535
2015.0,LTU,8404,8404,57,58,-1,0.0069014756,0.0067824847,-0.00011899096
2016.0,LTU,8639,8639,62,81,-19,0.009376085,0.0071767564,-0.0021993287
2017.0,LTU,8979,8979,63,68,-5,0.0075732265,0.0070163715,-0.0005568549
2018.0,LTU,9248,9248,84,115,-31,0.012435121,0.009083045,-0.003352076
2019.0,LTU,9421,9421,90,87,3,0.009234688,0.009553126,0.00031843752
2020.0,LTU,9418,9418,112,86,26,0.00913145,0.011892121,0.002760671
2021.0,LTU,9076,9076,108,118,-10,0.013001322,0.011899515,-0.001101807
2022.0,LTU,0,0,108,80,28,,,
2023.0,LTU,0,0,69,58,11,,,
1996.0,LUX,131,131,0,0,0,0.0,0.0,0.0
1997.0,LUX,163,163,10,9,1,0.055214725,0.061349694,0.006134969
1998.0,LUX,197,197,17,10,7,0.05076142,0.08629441,0.035532996
1999.0,LUX,213,213,12,11,1,0.051643193,0.056338027,0.0046948357
2000.0,LUX,229,229,17,20,-3,0.08733624,0.074235804,-0.013100437
2001.0,LUX,263,263,36,16,20,0.0608365,0.13688213,0.076045625
2002.0,LUX,306,306,34,18,16,0.05882353,0.11111111,0.052287582
2003.0,LUX,346,346,39,27,12,0.078034684,0.112716764,0.03468208
2004.0,LUX,420,420,51,15,36,0.035714287,0.12142857,0.08571429
2005.0,LUX,506,506,51,19,32,0.037549406,0.100790516,0.06324111
2006.0,LUX,597,597,71,26,45,0.043551087,0.11892797,0.07537688
2007.0,LUX,734,734,73,30,43,0.040871933,0.09945504,0.058583107
2008.0,LUX,865,865,86,24,62,0.027745664,0.09942196,0.0716763
2009.0,LUX,1003,1003,94,35,59,0.034895316,0.09371884,0.05882353
2010.0,LUX,1135,1135,125,62,63,0.054625552,0.11013216,0.05550661
2011.0,LUX,1298,1298,130,61,69,0.04699538,0.10015408,0.053158704
2012.0,LUX,1490,1490,148,72,76,0.04832215,0.09932886,0.051006712
2013.0,LUX,1652,1652,148,79,69,0.04782082,0.08958838,0.041767556
2014.0,LUX,1823,1823,196,102,94,0.05595173,0.10751508,0.051563356
2015.0,LUX,1972,1972,166,104,62,0.052738335,0.0841785,0.03144016
2016.0,LUX,2090,2090,167,126,41,0.06028708,0.0799043,0.019617224
2017.0,LUX,2244,2244,207,114,93,0.050802138,0.09224599,0.04144385
2018.0,LUX,2360,2360,193,147,46,0.062288135,0.08177966,0.019491525
2019.0,LUX,2561,2561,245,116,129,0.045294806,0.09566575,0.05037095
2020.0,LUX,2686,2686,235,156,79,0.058078926,0.08749069,0.029411765
2021.0,LUX,2734,2734,270,145,125,0.053035844,0.0987564,0.045720555
2022.0,LUX,0,0,208,140,68,,,
2023.0,LUX,0,0,140,101,39,,,
1996.0,LVA,709,709,0,0,0,0.0,0.0,0.0
1997.0,LVA,867,867,18,20,-2,0.02306805,0.020761246,-0.002306805
1998.0,LVA,968,968,17,22,-5,0.022727273,0.017561983,-0.005165289
1999.0,LVA,1038,1038,11,28,-17,0.026974952,0.010597303,-0.01637765
2000.0,LVA,1042,1042,12,39,-27,0.03742802,0.011516315,-0.025911707
2001.0,LVA,1067,1067,30,29,1,0.027179006,0.028116213,0.00093720714
2002.0,LVA,1087,1087,28,20,8,0.018399265,0.02575897,0.0073597054
2003.0,LVA,1122,1122,30,14,16,0.012477718,0.026737968,0.014260249
2004.0,LVA,1147,1147,18,14,4,0.012205754,0.015693113,0.0034873583
2005.0,LVA,1264,1264,20,20,0,0.015822785,0.015822785,0.0
2006.0,LVA,1497,1497,25,15,10,0.01002004,0.016700067,0.0066800267
2007.0,LVA,1712,1712,25,25,0,0.014602804,0.014602804,0.0
2008.0,LVA,1935,1935,27,20,7,0.010335918,0.013953488,0.003617571
2009.0,LVA,2204,2204,23,22,1,0.009981851,0.010435572,0.0004537205
2010.0,LVA,2481,2481,36,22,14,0.008867392,0.014510278,0.005642886
2011.0,LVA,2783,2783,29,25,4,0.008983112,0.01042041,0.0014372979
2012.0,LVA,2949,2949,32,26,6,0.008816548,0.010851136,0.002034588
2013.0,LVA,3170,3170,25,36,-11,0.011356466,0.007886435,-0.0034700315
2014.0,LVA,3337,3337,36,33,3,0.009889122,0.010788133,0.0008990111
2015.0,LVA,3501,3501,46,29,17,0.008283348,0.013139104,0.0048557557
2016.0,LVA,3607,3607,39,48,-9,0.013307458,0.01081231,-0.0024951482
2017.0,LVA,3838,3838,33,41,-8,0.010682647,0.008598228,-0.002084419
2018.0,LVA,4047,4047,43,41,2,0.010130961,0.010625155,0.0004941932
2019.0,LVA,4296,4296,53,41,12,0.009543762,0.012337058,0.002793296
2020.0,LVA,4408,4408,49,40,9,0.00907441,0.011116153,0.0020417422
2021.0,LVA,4317,4317,56,35,21,0.008107482,0.012971971,0.004864489
2022.0,LVA,0,0,60,41,19,,,
2023.0,LVA,0,0,32,23,9,,,
1996.0,MAC,18,18,0,0,0,0.0,0.0,0.0
1997.0,MAC,25,25,1,0,1,0.0,0.04,0.04
1998.0,MAC,28,28,1,1,0,0.035714287,0.035714287,0.0
1999.0,MAC,31,31,1,3,-2,0.09677419,0.032258064,-0.06451613
2000.0,MAC,37,37,3,5,-2,0.13513513,0.08108108,-0.054054055
2001.0,MAC,54,54,4,1,3,0.018518519,0.074074075,0.055555556
2002.0,MAC,75,75,8,7,1,0.093333334,0.10666667,0.013333334
2003.0,MAC,104,104,15,7,8,0.067307696,0.14423077,0.07692308
2004.0,MAC,157,157,27,2,25,0.012738854,0.17197452,0.15923567
2005.0,MAC,196,196,19,8,11,0.040816326,0.096938774,0.05612245
2006.0,MAC,270,270,39,14,25,0.05185185,0.14444445,0.09259259
2007.0,MAC,325,325,30,21,9,0.064615384,0.092307694,0.027692307
2008.0,MAC,392,392,29,28,1,0.071428575,0.073979594,0.0025510204
2009.0,MAC,465,465,46,17,29,0.03655914,0.09892473,0.06236559
2010.0,MAC,541,541,60,40,20,0.073937155,0.11090573,0.036968578
2011.0,MAC,675,675,64,47,17,0.06962963,0.094814815,0.025185185
2012.0,MAC,849,849,102,41,61,0.048292108,0.12014134,0.071849234
2013.0,MAC,1062,1062,106,42,64,0.03954802,0.09981167,0.060263652
2014.0,MAC,1271,1271,124,66,58,0.051927615,0.09756097,0.04563336
2015.0,MAC,1553,1553,142,54,88,0.03477141,0.09143593,0.05666452
2016.0,MAC,1834,1834,161,98,63,0.053435113,0.08778626,0.034351144
2017.0,MAC,2054,2054,140,107,33,0.052093476,0.06815969,0.016066212
2018.0,MAC,2187,2187,150,195,-45,0.08916324,0.0685871,-0.020576132
2019.0,MAC,2202,2202,157,399,-242,0.18119891,0.07129882,-0.10990009
2020.0,MAC,2443,2443,305,324,-19,0.13262382,0.1248465,-0.007777323
2021.0,MAC,2408,2408,364,329,35,0.13662791,0.15116279,0.014534884
2022.0,MAC,0,0,419,323,96,,,
2023.0,MAC,0,0,320,379,-59,,,
2021.0,MAF,2,2,0,0,0,0.0,0.0,0.0
2022.0,MAF,0,0,0,1,-1,,,
1996.0,MAR,2141,2141,0,0,0,0.0,0.0,0.0
1997.0,MAR,2764,2764,80,38,42,0.013748191,0.02894356,0.015195369
1998.0,MAR,3304,3304,99,46,53,0.013922518,0.02996368,0.016041161
1999.0,MAR,3745,3745,100,77,23,0.020560747,0.02670227,0.006141522
2000.0,MAR,4168,4168,124,85,39,0.020393474,0.02975048,0.009357005
2001.0,MAR,4449,4449,139,100,39,0.022476962,0.031242976,0.008766015
2002.0,MAR,4647,4647,121,116,5,0.024962341,0.026038304,0.001075963
2003.0,MAR,4875,4875,113,96,17,0.019692307,0.023179486,0.0034871795
2004.0,MAR,5065,5065,97,106,-9,0.020927938,0.019151036,-0.0017769003
2005.0,MAR,5222,5222,101,91,10,0.017426273,0.019341249,0.0019149751
2006.0,MAR,5520,5520,122,63,59,0.011413043,0.022101449,0.0106884055
2007.0,MAR,6033,6033,133,65,68,0.010774076,0.022045417,0.011271341
2008.0,MAR,6606,6606,127,98,29,0.014834998,0.019224947,0.0043899487
2009.0,MAR,7327,7327,140,96,44,0.013102225,0.01910741,0.006005186
2010.0,MAR,8022,8022,160,97,63,0.0120917475,0.01994515,0.007853403
2011.0,MAR,8914,8914,188,99,89,0.011106125,0.02109042,0.009984294
2012.0,MAR,10035,10035,212,115,97,0.011459891,0.021126058,0.009666168
2013.0,MAR,11214,11214,204,105,99,0.0093632955,0.018191546,0.008828251
2014.0,MAR,12553,12553,227,128,99,0.010196766,0.018083327,0.007886561
2015.0,MAR,13900,13900,229,143,86,0.01028777,0.01647482,0.00618705
2016.0,MAR,15120,15120,198,137,61,0.009060847,0.013095238,0.0040343916
2017.0,MAR,16544,16544,228,129,99,0.007797389,0.013781431,0.005984043
2018.0,MAR,18271,18271,206,174,32,0.009523288,0.011274697,0.0017514094
2019.0,MAR,19875,19875,219,228,-9,0.011471698,0.011018868,-0.0004528302
2020.0,MAR,21158,21158,279,199,80,0.009405426,0.013186501,0.0037810758
2021.0,MAR,20849,20849,257,215,42,0.010312245,0.01232673,0.0020144852
2022.0,MAR,0,0,202,225,-23,,,
2023.0,MAR,0,0,126,126,0,,,
1996.0,MCO,53,53,0,0,0,0.0,0.0,0.0
1997.0,MCO,62,62,8,7,1,0.11290322,0.12903225,0.016129032
1998.0,MCO,69,69,8,8,0,0.11594203,0.11594203,0.0
1999.0,MCO,72,72,8,10,-2,0.1388889,0.11111111,-0.027777778
2000.0,MCO,77,77,8,10,-2,0.12987013,0.103896104,-0.025974026
2001.0,MCO,86,86,19,10,9,0.11627907,0.22093023,0.10465116
2002.0,MCO,95,95,12,8,4,0.08421053,0.12631579,0.042105265
2003.0,MCO,108,108,17,8,9,0.074074075,0.1574074,0.083333336
2004.0,MCO,121,121,20,10,10,0.08264463,0.16528925,0.08264463
2005.0,MCO,126,126,9,9,0,0.071428575,0.071428575,0.0
2006.0,MCO,124,124,16,10,6,0.08064516,0.12903225,0.048387095
2007.0,MCO,141,141,22,8,14,0.056737587,0.15602838,0.09929078
2008.0,MCO,155,155,19,7,12,0.045161292,0.12258065,0.077419356
2009.0,MCO,142,142,11,26,-15,0.18309858,0.07746479,-0.1056338
2010.0,MCO,152,152,16,8,8,0.05263158,0.10526316,0.05263158
2011.0,MCO,156,156,19,9,10,0.057692308,0.12179487,0.06410257
2012.0,MCO,153,153,12,14,-2,0.09150327,0.078431375,-0.013071896
2013.0,MCO,160,160,22,19,3,0.11875,0.1375,0.01875
2014.0,MCO,172,172,18,12,6,0.069767445,0.10465116,0.034883723
2015.0,MCO,181,181,21,8,13,0.044198897,0.1160221,0.0718232
2016.0,MCO,198,198,25,12,13,0.060606062,0.12626262,0.065656565
2017.0,MCO,207,207,24,23,1,0.11111111,0.11594203,0.004830918
2018.0,MCO,218,218,27,14,13,0.06422018,0.123853214,0.059633028
2019.0,MCO,241,241,31,15,16,0.062240664,0.12863071,0.066390045
2020.0,MCO,230,230,26,29,-3,0.12608695,0.11304348,-0.013043478
2021.0,MCO,211,211,15,22,-7,0.1042654,0.07109005,-0.033175357
2022.0,MCO,0,0,19,13,6,,,
1996.0,MDA,328,328,0,0,0,0.0,0.0,0.0
1997.0,MDA,385,385,12,16,-4,0.04155844,0.031168832,-0.01038961
1998.0,MDA,434,434,12,20,-8,0.04608295,0.02764977,-0.01843318
1999.0,MDA,454,454,11,16,-5,0.03524229,0.024229076,-0.011013215
2000.0,MDA,453,453,16,25,-9,0.05518764,0.03532009,-0.01986755
2001.0,MDA,442,442,6,19,-13,0.042986427,0.013574661,-0.029411765
2002.0,MDA,461,461,12,21,-9,0.045553144,0.02603037,-0.019522777
2003.0,MDA,467,467,10,15,-5,0.032119915,0.021413276,-0.010706638
2004.0,MDA,460,460,13,22,-9,0.047826085,0.02826087,-0.019565217
2005.0,MDA,479,479,15,7,8,0.014613778,0.03131524,0.016701462
2006.0,MDA,526,526,12,13,-1,0.02471483,0.022813689,-0.0019011407
2007.0,MDA,579,579,15,20,-5,0.034542315,0.025906736,-0.008635579
2008.0,MDA,602,602,14,10,4,0.016611295,0.023255814,0.006644518
2009.0,MDA,642,642,14,20,-6,0.031152649,0.021806853,-0.009345794
2010.0,MDA,707,707,17,17,0,0.024045262,0.024045262,0.0
2011.0,MDA,750,750,19,16,3,0.021333333,0.025333334,0.004
2012.0,MDA,785,785,20,23,-3,0.029299363,0.025477707,-0.003821656
2013.0,MDA,796,796,19,21,-2,0.02638191,0.023869347,-0.0025125628
2014.0,MDA,843,843,15,21,-6,0.024911031,0.017793594,-0.0071174377
2015.0,MDA,862,862,23,20,3,0.023201857,0.026682135,0.0034802784
