year,countrycode,padded_population_of_researchers,paddedpop,number_of_inmigrations,number_of_outmigrations,netmigration,outmigrationrate,inmigrationrate,netmigrationrate
1997.0,ABW,1,1,0,0,0,0.0,0.0,0.0
2000.0,ABW,2,2,0,0,0,0.0,0.0,0.0
2009.0,ABW,9,9,0,0,0,0.0,0.0,0.0
2010.0,ABW,11,11,1,0,1,0.0,0.09090909,0.09090909
2011.0,ABW,14,14,0,0,0,0.0,0.0,0.0
2012.0,ABW,18,18,1,3,-2,0.16666667,0.055555556,-0.11111111
2013.0,ABW,19,19,1,1,0,0.05263158,0.05263158,0.0
2014.0,ABW,20,20,2,1,1,0.05,0.1,0.05
2015.0,ABW,18,18,2,4,-2,0.22222222,0.11111111,-0.11111111
2016.0,ABW,16,16,0,1,-1,0.0625,0.0,-0.0625
2019.0,ABW,27,27,6,0,6,0.0,0.22222222,0.22222222
2020.0,ABW,24,24,2,4,-2,0.16666667,0.083333336,-0.083333336
2021.0,ABW,27,27,4,3,1,0.11111111,0.14814815,0.037037037
2022.0,ABW,0,0,5,1,4,,,
1999.0,AFG,6,6,1,0,1,0.0,0.16666667,0.16666667
2000.0,AFG,10,10,2,0,2,0.0,0.2,0.2
2001.0,AFG,15,15,0,2,-2,0.13333334,0.0,-0.13333334
2002.0,AFG,18,18,2,1,1,0.055555556,0.11111111,0.055555556
2003.0,AFG,24,24,6,3,3,0.125,0.25,0.125
2004.0,AFG,33,33,7,2,5,0.060606062,0.21212122,0.15151516
2005.0,AFG,39,39,5,6,-1,0.15384616,0.12820514,-0.025641026
2006.0,AFG,50,50,10,6,4,0.12,0.2,0.08
2007.0,AFG,60,60,2,6,-4,0.1,0.033333335,-0.06666667
2008.0,AFG,68,68,6,10,-4,0.14705883,0.0882353,-0.05882353
2009.0,AFG,105,105,22,6,16,0.057142857,0.20952381,0.15238096
2010.0,AFG,124,124,16,13,3,0.10483871,0.12903225,0.024193548
2011.0,AFG,144,144,16,12,4,0.083333336,0.11111111,0.027777778
2012.0,AFG,165,165,15,9,6,0.054545455,0.09090909,0.036363635
2013.0,AFG,157,157,7,16,-9,0.10191083,0.044585988,-0.05732484
2014.0,AFG,171,171,13,14,-1,0.081871346,0.07602339,-0.0058479533
2015.0,AFG,192,192,23,20,3,0.104166664,0.119791664,0.015625
2016.0,AFG,251,251,29,8,21,0.03187251,0.11553785,0.08366534
2017.0,AFG,328,328,45,25,20,0.076219514,0.13719513,0.06097561
2018.0,AFG,421,421,53,22,31,0.052256532,0.12589073,0.07363421
2019.0,AFG,487,487,54,50,4,0.1026694,0.11088296,0.008213553
2020.0,AFG,527,527,47,58,-11,0.11005693,0.08918406,-0.020872865
2021.0,AFG,485,485,27,68,-41,0.14020619,0.055670105,-0.08453608
2022.0,AFG,0,0,26,34,-8,,,
2023.0,AFG,0,0,20,27,-7,,,
1996.0,AGO,10,10,0,0,0,0.0,0.0,0.0
1997.0,AGO,13,13,0,2,-2,0.15384616,0.0,-0.15384616
1998.0,AGO,21,21,3,0,3,0.0,0.14285715,0.14285715
1999.0,AGO,24,24,2,2,0,0.083333336,0.083333336,0.0
2000.0,AGO,24,24,1,2,-1,0.083333336,0.041666668,-0.041666668
2001.0,AGO,23,23,2,4,-2,0.17391305,0.08695652,-0.08695652
2002.0,AGO,27,27,4,3,1,0.11111111,0.14814815,0.037037037
2003.0,AGO,38,38,5,0,5,0.0,0.13157895,0.13157895
2004.0,AGO,44,44,4,3,1,0.06818182,0.09090909,0.022727273
2005.0,AGO,48,48,6,5,1,0.104166664,0.125,0.020833334
2006.0,AGO,57,57,4,1,3,0.01754386,0.07017544,0.05263158
2007.0,AGO,68,68,2,2,0,0.029411765,0.029411765,0.0
2008.0,AGO,75,75,4,7,-3,0.093333334,0.053333335,-0.04
2009.0,AGO,85,85,6,2,4,0.023529412,0.07058824,0.047058824
2010.0,AGO,99,99,4,4,0,0.04040404,0.04040404,0.0
2011.0,AGO,118,118,7,2,5,0.016949153,0.059322033,0.042372882
2012.0,AGO,134,134,9,6,3,0.04477612,0.06716418,0.02238806
2013.0,AGO,156,156,12,2,10,0.012820513,0.07692308,0.06410257
2014.0,AGO,178,178,17,6,11,0.033707865,0.09550562,0.061797753
2015.0,AGO,200,200,16,4,12,0.02,0.08,0.06
2016.0,AGO,207,207,7,11,-4,0.053140096,0.033816423,-0.019323671
2017.0,AGO,225,225,11,13,-2,0.057777777,0.04888889,-0.008888889
2018.0,AGO,222,222,13,10,3,0.045045044,0.058558557,0.013513514
2019.0,AGO,253,253,23,5,18,0.019762846,0.09090909,0.07114624
2020.0,AGO,245,245,8,7,1,0.028571429,0.03265306,0.0040816325
2021.0,AGO,244,244,19,9,10,0.036885247,0.07786885,0.040983606
2022.0,AGO,0,0,7,9,-2,,,
2012.0,AIA,5,5,1,0,1,0.0,0.2,0.2
2013.0,AIA,12,12,1,0,1,0.0,0.083333336,0.083333336
2014.0,AIA,20,20,4,0,4,0.0,0.2,0.2
2015.0,AIA,22,22,2,0,2,0.0,0.09090909,0.09090909
2016.0,AIA,23,23,1,0,1,0.0,0.04347826,0.04347826
2018.0,AIA,16,16,1,1,0,0.0625,0.0625,0.0
2019.0,AIA,11,11,0,1,-1,0.09090909,0.0,-0.09090909
2020.0,AIA,12,12,2,3,-1,0.25,0.16666667,-0.083333336
1996.0,ALB,77,77,0,0,0,0.0,0.0,0.0
1997.0,ALB,96,96,3,3,0,0.03125,0.03125,0.0
1998.0,ALB,109,109,5,4,1,0.036697246,0.04587156,0.0091743115
1999.0,ALB,113,113,2,5,-3,0.044247787,0.017699115,-0.026548672
2000.0,ALB,131,131,4,7,-3,0.053435113,0.030534351,-0.022900764
2001.0,ALB,132,132,3,6,-3,0.045454547,0.022727273,-0.022727273
2002.0,ALB,137,137,3,6,-3,0.04379562,0.02189781,-0.02189781
2003.0,ALB,138,138,3,6,-3,0.04347826,0.02173913,-0.02173913
2004.0,ALB,152,152,4,7,-3,0.04605263,0.02631579,-0.019736841
2005.0,ALB,180,180,8,5,3,0.027777778,0.044444446,0.016666668
2006.0,ALB,212,212,9,6,3,0.028301887,0.04245283,0.014150944
2007.0,ALB,292,292,14,3,11,0.0102739725,0.047945205,0.037671234
2008.0,ALB,396,396,10,6,4,0.015151516,0.025252525,0.01010101
2009.0,ALB,507,507,17,4,13,0.007889546,0.03353057,0.025641026
2010.0,ALB,635,635,21,15,6,0.023622047,0.033070866,0.009448819
2011.0,ALB,793,793,15,16,-1,0.020176545,0.01891551,-0.001261034
2012.0,ALB,947,947,32,16,16,0.01689546,0.03379092,0.01689546
2013.0,ALB,1004,1004,22,24,-2,0.023904383,0.021912351,-0.001992032
2014.0,ALB,1073,1073,31,14,17,0.01304753,0.02889096,0.01584343
2015.0,ALB,1067,1067,22,23,-1,0.021555765,0.020618556,-0.00093720714
2016.0,ALB,1041,1041,45,24,21,0.023054754,0.043227665,0.02017291
2017.0,ALB,1017,1017,36,26,10,0.025565388,0.03539823,0.009832841
2018.0,ALB,1067,1067,43,19,24,0.017806936,0.040299907,0.022492971
2019.0,ALB,1168,1168,40,28,12,0.023972603,0.034246575,0.0102739725
2020.0,ALB,1268,1268,38,37,1,0.029179811,0.029968454,0.00078864355
2021.0,ALB,1295,1295,47,32,15,0.024710424,0.036293436,0.011583012
2022.0,ALB,0,0,32,36,-4,,,
1996.0,AND,3,3,0,0,0,0.0,0.0,0.0
1998.0,AND,2,2,0,0,0,0.0,0.0,0.0
2001.0,AND,13,13,2,1,1,0.07692308,0.15384616,0.07692308
2002.0,AND,13,13,0,1,-1,0.07692308,0.0,-0.07692308
2003.0,AND,17,17,4,4,0,0.23529412,0.23529412,0.0
2004.0,AND,19,19,2,2,0,0.10526316,0.10526316,0.0
2005.0,AND,20,20,1,3,-2,0.15,0.05,-0.1
2006.0,AND,52,52,6,2,4,0.03846154,0.115384616,0.07692308
2007.0,AND,58,58,4,0,4,0.0,0.06896552,0.06896552
2008.0,AND,60,60,6,3,3,0.05,0.1,0.05
2009.0,AND,60,60,4,2,2,0.033333335,0.06666667,0.033333335
2011.0,AND,57,57,1,9,-8,0.15789473,0.01754386,-0.14035088
2012.0,AND,53,53,2,4,-2,0.0754717,0.03773585,-0.03773585
2013.0,AND,26,26,4,0,4,0.0,0.15384616,0.15384616
2014.0,AND,30,30,2,2,0,0.06666667,0.06666667,0.0
2015.0,AND,32,32,3,3,0,0.09375,0.09375,0.0
2016.0,AND,35,35,3,0,3,0.0,0.08571429,0.08571429
2017.0,AND,38,38,6,2,4,0.05263158,0.15789473,0.10526316
2018.0,AND,35,35,2,4,-2,0.114285715,0.057142857,-0.057142857
2019.0,AND,40,40,3,2,1,0.05,0.075,0.025
2020.0,AND,40,40,3,4,-1,0.1,0.075,-0.025
2021.0,AND,48,48,11,3,8,0.0625,0.22916667,0.16666667
2022.0,AND,0,0,10,3,7,,,
1996.0,ARE,460,460,0,0,0,0.0,0.0,0.0
1997.0,ARE,545,545,40,19,21,0.034862384,0.07339449,0.03853211
1998.0,ARE,609,609,36,40,-4,0.06568144,0.0591133,-0.0065681445
1999.0,ARE,707,707,70,42,28,0.05940594,0.0990099,0.03960396
2000.0,ARE,790,790,111,48,63,0.060759492,0.14050633,0.079746835
2001.0,ARE,927,927,100,48,52,0.051779937,0.10787486,0.05609493
2002.0,ARE,1024,1024,105,61,44,0.059570312,0.10253906,0.04296875
2003.0,ARE,1146,1146,100,58,42,0.05061082,0.08726004,0.036649216
2004.0,ARE,1267,1267,108,67,41,0.05288082,0.08524073,0.032359906
2005.0,ARE,1428,1428,132,61,71,0.042717088,0.09243698,0.04971989
2006.0,ARE,1620,1620,139,66,73,0.04074074,0.085802466,0.04506173
2007.0,ARE,1854,1854,148,83,65,0.04476807,0.0798274,0.035059333
2008.0,ARE,2103,2103,217,77,140,0.036614362,0.10318592,0.06657156
2009.0,ARE,2360,2360,209,75,134,0.03177966,0.08855932,0.05677966
2010.0,ARE,2648,2648,233,101,132,0.038141996,0.08799094,0.049848944
2011.0,ARE,2970,2970,253,125,128,0.042087544,0.085185185,0.04309764
2012.0,ARE,3373,3373,292,131,161,0.03883783,0.086569816,0.047731988
2013.0,ARE,3852,3852,355,156,199,0.040498443,0.09215992,0.051661473
2014.0,ARE,4402,4402,414,180,234,0.040890504,0.09404816,0.053157657
2015.0,ARE,5117,5117,485,182,303,0.035567716,0.0947821,0.059214383
2016.0,ARE,5929,5929,530,246,284,0.041490976,0.08939113,0.04790015
2017.0,ARE,6814,6814,609,289,320,0.04241268,0.08937482,0.04696214
2018.0,ARE,7958,7958,713,332,381,0.041719023,0.08959538,0.04787635
2019.0,ARE,9005,9005,686,373,313,0.041421432,0.0761799,0.034758467
2020.0,ARE,9810,9810,773,417,356,0.042507645,0.07879715,0.036289502
2021.0,ARE,9902,9902,779,437,342,0.044132497,0.07867098,0.034538478
2022.0,ARE,0,0,680,401,279,,,
2023.0,ARE,0,0,533,299,234,,,
1996.0,ARG,11370,11370,0,0,0,0.0,0.0,0.0
1997.0,ARG,13346,13346,210,189,21,0.014161547,0.015735053,0.0015735051
1998.0,ARG,15202,15202,212,259,-47,0.017037231,0.013945534,-0.0030916985
1999.0,ARG,16414,16414,257,338,-81,0.020592177,0.015657365,-0.004934812
2000.0,ARG,17568,17568,291,363,-72,0.020662569,0.016564207,-0.0040983604
2001.0,ARG,18576,18576,329,410,-81,0.02207149,0.017711025,-0.0043604653
2002.0,ARG,19739,19739,381,436,-55,0.022088252,0.01930189,-0.002786362
2003.0,ARG,20580,20580,321,499,-178,0.024246842,0.015597668,-0.008649174
2004.0,ARG,21747,21747,279,467,-188,0.021474225,0.012829356,-0.0086448705
2005.0,ARG,22970,22970,284,422,-138,0.018371789,0.012363953,-0.006007836
2006.0,ARG,24521,24521,346,414,-68,0.016883487,0.014110355,-0.0027731333
2007.0,ARG,26207,26207,389,407,-18,0.015530202,0.014843362,-0.0006868394
2008.0,ARG,28277,28277,401,371,30,0.013120203,0.014181136,0.0010609329
2009.0,ARG,30093,30093,410,410,0,0.013624431,0.013624431,0.0
2010.0,ARG,31989,31989,408,427,-19,0.013348338,0.012754384,-0.0005939542
2011.0,ARG,33855,33855,455,436,19,0.012878452,0.013439669,0.00056121696
2012.0,ARG,35588,35588,449,464,-15,0.013038103,0.012616612,-0.0004214904
2013.0,ARG,37233,37233,430,483,-53,0.012972363,0.011548894,-0.0014234685
2014.0,ARG,38855,38855,503,484,19,0.012456569,0.012945567,0.00048899755
2015.0,ARG,40340,40340,522,520,2,0.012890431,0.01294001,4.9578583e-05
2016.0,ARG,42035,42035,560,502,58,0.011942429,0.013322231,0.0013798026
2017.0,ARG,43444,43444,569,569,0,0.013097321,0.013097321,0.0
2018.0,ARG,44749,44749,568,558,10,0.012469552,0.012693021,0.00022346868
2019.0,ARG,45466,45466,511,627,-116,0.013790525,0.011239167,-0.002551357
2020.0,ARG,44850,44850,486,682,-196,0.015206243,0.010836121,-0.0043701227
2021.0,ARG,43101,43101,460,693,-233,0.016078513,0.0106726065,-0.005405907
2022.0,ARG,0,0,344,587,-243,,,
2023.0,ARG,0,0,207,319,-112,,,
1996.0,ARM,743,743,0,0,0,0.0,0.0,0.0
1997.0,ARM,844,844,13,23,-10,0.027251184,0.015402843,-0.011848342
1998.0,ARM,990,990,15,32,-17,0.032323234,0.015151516,-0.017171716
1999.0,ARM,1076,1076,17,27,-10,0.025092937,0.015799256,-0.00929368
2000.0,ARM,1158,1158,26,29,-3,0.025043178,0.022452503,-0.0025906735
2001.0,ARM,1187,1187,27,32,-5,0.026958719,0.02274642,-0.0042123
2002.0,ARM,1250,1250,20,28,-8,0.0224,0.016,-0.0064
2003.0,ARM,1250,1250,32,35,-3,0.028,0.0256,-0.0024
2004.0,ARM,1291,1291,21,17,4,0.013168086,0.01626646,0.0030983733
2005.0,ARM,1358,1358,21,25,-4,0.018409425,0.0154639175,-0.002945508
2006.0,ARM,1426,1426,27,22,5,0.01542777,0.018934082,0.0035063114
2007.0,ARM,1483,1483,17,26,-9,0.01753203,0.01146325,-0.0060687796
2008.0,ARM,1567,1567,15,33,-18,0.02105935,0.009572431,-0.011486918
2009.0,ARM,1656,1656,25,30,-5,0.018115941,0.015096619,-0.0030193236
2010.0,ARM,1754,1754,20,39,-19,0.022234892,0.011402508,-0.010832383
2011.0,ARM,1805,1805,30,43,-13,0.023822716,0.016620498,-0.007202216
2012.0,ARM,1854,1854,42,43,-1,0.023193097,0.022653721,-0.0005393743
2013.0,ARM,1870,1870,22,44,-22,0.023529412,0.011764706,-0.011764706
2014.0,ARM,1926,1926,39,35,4,0.018172378,0.020249221,0.0020768433
2015.0,ARM,1959,1959,28,36,-8,0.018376723,0.014293007,-0.0040837163
2016.0,ARM,2006,2006,35,47,-12,0.02342971,0.017447658,-0.005982054
2017.0,ARM,2124,2124,38,33,5,0.015536723,0.017890772,0.002354049
2018.0,ARM,2192,2192,33,41,-8,0.018704379,0.015054745,-0.003649635
2019.0,ARM,2258,2258,36,38,-2,0.016829053,0.015943313,-0.0008857396
2020.0,ARM,2298,2298,47,34,13,0.014795475,0.020452568,0.005657093
2021.0,ARM,2254,2254,33,34,-1,0.015084295,0.014640639,-0.00044365574
2022.0,ARM,0,0,28,27,1,,,
1996.0,ASM,5,5,0,0,0,0.0,0.0,0.0
1997.0,ASM,3,3,0,2,-2,0.6666667,0.0,-0.6666667
2000.0,ASM,4,4,0,1,-1,0.25,0.0,-0.25
2002.0,ASM,5,5,1,0,1,0.0,0.2,0.2
2004.0,ASM,12,12,1,1,0,0.083333336,0.083333336,0.0
2006.0,ASM,22,22,5,1,4,0.045454547,0.22727273,0.18181819
2007.0,ASM,21,21,0,1,-1,0.04761905,0.0,-0.04761905
2008.0,ASM,21,21,2,3,-1,0.14285715,0.0952381,-0.04761905
2009.0,ASM,29,29,10,1,9,0.03448276,0.3448276,0.31034482
2010.0,ASM,26,26,5,9,-4,0.34615386,0.1923077,-0.15384616
2011.0,ASM,26,26,2,5,-3,0.1923077,0.07692308,-0.115384616
2012.0,ASM,27,27,4,5,-1,0.18518518,0.14814815,-0.037037037
2013.0,ASM,28,28,3,2,1,0.071428575,0.10714286,0.035714287
2014.0,ASM,23,23,3,4,-1,0.17391305,0.13043478,-0.04347826
2015.0,ASM,25,25,4,4,0,0.16,0.16,0.0
2016.0,ASM,26,26,2,3,-1,0.115384616,0.07692308,-0.03846154
2017.0,ASM,23,23,2,2,0,0.08695652,0.08695652,0.0
2018.0,ASM,23,23,5,4,1,0.17391305,0.2173913,0.04347826
2019.0,ASM,22,22,4,3,1,0.13636364,0.18181819,0.045454547
2000.0,ATA,4,4,1,0,1,0.0,0.25,0.25
2008.0,ATA,4,4,2,0,2,0.0,0.5,0.5
2010.0,ATA,5,5,2,4,-2,0.8,0.4,-0.4
2014.0,ATA,3,3,0,0,0,0.0,0.0,0.0
2017.0,ATA,6,6,1,0,1,0.0,0.16666667,0.16666667
2018.0,ATA,6,6,0,1,-1,0.16666667,0.0,-0.16666667
2020.0,ATA,6,6,0,2,-2,0.33333334,0.0,-0.33333334
2021.0,ATA,4,4,0,1,-1,0.25,0.0,-0.25
1997.0,ATG,1,1,0,0,0,0.0,0.0,0.0
2000.0,ATG,4,4,0,0,0,0.0,0.0,0.0
2003.0,ATG,5,5,2,0,2,0.0,0.4,0.4
2005.0,ATG,13,13,3,0,3,0.0,0.23076923,0.23076923
2006.0,ATG,14,14,0,1,-1,0.071428575,0.0,-0.071428575
2007.0,ATG,17,17,1,0,1,0.0,0.05882353,0.05882353
2008.0,ATG,17,17,0,1,-1,0.05882353,0.0,-0.05882353
2009.0,ATG,15,15,1,2,-1,0.13333334,0.06666667,-0.06666667
2010.0,ATG,16,16,4,1,3,0.0625,0.25,0.1875
2012.0,ATG,9,9,3,2,1,0.22222222,0.33333334,0.11111111
2015.0,ATG,17,17,3,2,1,0.11764706,0.1764706,0.05882353
2016.0,ATG,20,20,1,0,1,0.0,0.05,0.05
2017.0,ATG,17,17,4,5,-1,0.29411766,0.23529412,-0.05882353
2018.0,ATG,20,20,2,1,1,0.05,0.1,0.05
2019.0,ATG,21,21,2,3,-1,0.14285715,0.0952381,-0.04761905
2020.0,ATG,24,24,5,3,2,0.125,0.20833333,0.083333336
2021.0,ATG,20,20,2,4,-2,0.2,0.1,-0.1
2022.0,ATG,0,0,11,6,5,,,
1996.0,AUS,38329,38329,0,0,0,0.0,0.0,0.0
1997.0,AUS,44545,44545,1055,1019,36,0.022875743,0.023683915,0.0008081715
1998.0,AUS,50596,50596,1333,1316,17,0.026009962,0.026345957,0.00033599493
1999.0,AUS,54827,54827,1460,1560,-100,0.028453134,0.026629215,-0.0018239189
2000.0,AUS,58116,58116,1599,1714,-115,0.02949274,0.027513938,-0.001978801
2001.0,AUS,61123,61123,1818,1955,-137,0.031984687,0.029743304,-0.0022413821
2002.0,AUS,64914,64914,2090,2063,27,0.03178051,0.032196444,0.00041593492
2003.0,AUS,68375,68375,2083,1988,95,0.029074954,0.030464351,0.0013893967
2004.0,AUS,72589,72589,1913,1770,143,0.02438386,0.026353855,0.0019699954
2005.0,AUS,76771,76771,1987,1895,92,0.0246838,0.02588217,0.0011983692
2006.0,AUS,81879,81879,2188,1798,390,0.021959232,0.026722359,0.004763126
2007.0,AUS,87488,87488,2509,2045,464,0.023374634,0.028678218,0.0053035845
2008.0,AUS,93575,93575,2811,2194,617,0.023446433,0.030040074,0.0065936414
2009.0,AUS,99544,99544,3006,2305,701,0.023155589,0.030197702,0.007042112
2010.0,AUS,105823,105823,3364,2508,856,0.023699952,0.03178893,0.008088979
2011.0,AUS,112623,112623,3426,2892,534,0.025678592,0.030420074,0.0047414824
2012.0,AUS,120004,120004,3688,2803,885,0.023357555,0.03073231,0.007374754
2013.0,AUS,127544,127544,4081,2879,1202,0.022572603,0.0319968,0.009424198
2014.0,AUS,134573,134573,4114,3231,883,0.024009274,0.030570768,0.0065614944
2015.0,AUS,140934,140934,4202,3542,660,0.025132332,0.029815374,0.0046830433
2016.0,AUS,146893,146893,4243,3865,378,0.02631167,0.028884972,0.0025733016
2017.0,AUS,152677,152677,4422,4010,412,0.026264599,0.028963106,0.0026985074
2018.0,AUS,157714,157714,4525,4356,169,0.027619615,0.028691174,0.00107156
2019.0,AUS,161829,161829,4795,4385,410,0.027096502,0.02963004,0.0025335385
2020.0,AUS,161965,161965,4684,4586,98,0.02831476,0.028919829,0.000605069
2021.0,AUS,155473,155473,4195,4409,-214,0.028358622,0.026982177,-0.0013764448
2022.0,AUS,0,0,3203,3723,-520,,,
2023.0,AUS,0,0,2064,2302,-238,,,
1996.0,AUT,11790,11790,0,0,0,0.0,0.0,0.0
1997.0,AUT,13648,13648,358,385,-27,0.028209262,0.02623095,-0.001978312
1998.0,AUT,15302,15302,390,513,-123,0.03352503,0.025486864,-0.008038165
1999.0,AUT,16845,16845,526,520,6,0.030869694,0.031225882,0.00035618877
2000.0,AUT,17941,17941,540,595,-55,0.03316426,0.030098656,-0.003065604
2001.0,AUT,19023,19023,637,674,-37,0.035430793,0.03348578,-0.0019450139
2002.0,AUT,20128,20128,723,717,6,0.03562202,0.03592011,0.0002980922
2003.0,AUT,21327,21327,716,635,81,0.029774465,0.033572465,0.0037980026
2004.0,AUT,22548,22548,617,543,74,0.024081958,0.027363846,0.0032818876
2005.0,AUT,23764,23764,670,599,71,0.025206193,0.028193906,0.0029877126
2006.0,AUT,25067,25067,689,635,54,0.02533211,0.027486337,0.0021542266
2007.0,AUT,26578,26578,739,688,51,0.025886072,0.027804952,0.0019188803
2008.0,AUT,27983,27983,784,738,46,0.026373155,0.02801701,0.0016438552
2009.0,AUT,29505,29505,836,851,-15,0.028842568,0.02833418,-0.0005083884
2010.0,AUT,30800,30800,958,916,42,0.029740259,0.031103896,0.0013636363
2011.0,AUT,32199,32199,1018,970,48,0.03012516,0.031615887,0.0014907295
2012.0,AUT,33788,33788,1050,1041,9,0.030809755,0.031076122,0.00026636675
2013.0,AUT,35285,35285,1050,1147,-97,0.03250673,0.029757688,-0.0027490435
2014.0,AUT,36873,36873,1236,1116,120,0.030266048,0.033520464,0.0032544138
2015.0,AUT,38300,38300,1273,1134,139,0.029608356,0.0332376,0.0036292428
2016.0,AUT,39661,39661,1341,1204,137,0.030357277,0.033811554,0.003454275
2017.0,AUT,40822,40822,1352,1260,92,0.03086571,0.033119395,0.0022536868
2018.0,AUT,42211,42211,1407,1213,194,0.028736586,0.033332545,0.0045959586
2019.0,AUT,43408,43408,1385,1264,121,0.029119056,0.03190656,0.0027875046
2020.0,AUT,43590,43590,1569,1252,317,0.028722184,0.035994492,0.00727231
2021.0,AUT,41913,41913,1464,1216,248,0.029012479,0.034929495,0.0059170187
2022.0,AUT,0,0,1259,1127,132,,,
2023.0,AUT,0,0,808,704,104,,,
1996.0,AZE,445,445,0,0,0,0.0,0.0,0.0
1997.0,AZE,517,517,13,10,3,0.01934236,0.025145067,0.0058027077
1998.0,AZE,580,580,10,20,-10,0.03448276,0.01724138,-0.01724138
1999.0,AZE,607,607,11,9,2,0.014827018,0.018121911,0.0032948928
2000.0,AZE,644,644,14,16,-2,0.024844721,0.02173913,-0.0031055901
2001.0,AZE,698,698,10,18,-8,0.025787966,0.014326648,-0.0114613185
2002.0,AZE,793,793,10,12,-2,0.015132409,0.0126103405,-0.002522068
2003.0,AZE,878,878,11,15,-4,0.017084282,0.0125284735,-0.004555809
2004.0,AZE,926,926,19,16,3,0.017278617,0.020518359,0.0032397409
2005.0,AZE,1070,1070,13,13,0,0.012149532,0.012149532,0.0
2006.0,AZE,1270,1270,29,14,15,0.011023622,0.022834646,0.011811024
2007.0,AZE,1468,1468,12,19,-7,0.012942779,0.008174387,-0.0047683925
2008.0,AZE,1650,1650,26,23,3,0.013939394,0.015757576,0.0018181818
2009.0,AZE,1824,1824,20,20,0,0.010964912,0.010964912,0.0
2010.0,AZE,1869,1869,26,39,-13,0.020866774,0.013911182,-0.006955591
2011.0,AZE,1901,1901,26,28,-2,0.01472909,0.013677012,-0.0010520779
2012.0,AZE,1922,1922,28,15,13,0.0078043705,0.014568158,0.006763788
2013.0,AZE,1968,1968,29,29,0,0.014735772,0.014735772,0.0
2014.0,AZE,2043,2043,41,26,15,0.012726382,0.020068526,0.007342144
2015.0,AZE,2144,2144,27,23,4,0.010727612,0.012593283,0.0018656716
2016.0,AZE,2300,2300,49,28,21,0.012173913,0.021304348,0.009130435
2017.0,AZE,2655,2655,38,27,11,0.010169491,0.0143126175,0.0041431263
2018.0,AZE,2889,2889,41,29,12,0.010038075,0.014191762,0.0041536866
2019.0,AZE,3013,3013,34,36,-2,0.011948224,0.011284434,-0.00066379027
2020.0,AZE,3096,3096,43,37,6,0.0119509045,0.013888889,0.0019379845
2021.0,AZE,2978,2978,40,32,8,0.010745467,0.013431833,0.0026863667
2022.0,AZE,0,0,31,24,7,,,
2023.0,AZE,0,0,23,12,11,,,
1996.0,BDI,25,25,0,0,0,0.0,0.0,0.0
1997.0,BDI,25,25,1,2,-1,0.08,0.04,-0.04
1998.0,BDI,25,25,3,3,0,0.12,0.12,0.0
1999.0,BDI,22,22,1,1,0,0.045454547,0.045454547,0.0
2003.0,BDI,15,15,2,0,2,0.0,0.13333334,0.13333334
2004.0,BDI,16,16,1,0,1,0.0,0.0625,0.0625
2007.0,BDI,26,26,1,1,0,0.03846154,0.03846154,0.0
2008.0,BDI,33,33,2,1,1,0.030303031,0.060606062,0.030303031
2009.0,BDI,42,42,3,0,3,0.0,0.071428575,0.071428575
2010.0,BDI,53,53,4,1,3,0.018867925,0.0754717,0.056603774
2011.0,BDI,71,71,5,1,4,0.014084507,0.07042254,0.056338027
2012.0,BDI,85,85,6,2,4,0.023529412,0.07058824,0.047058824
2013.0,BDI,91,91,6,3,3,0.032967035,0.06593407,0.032967035
2014.0,BDI,102,102,5,3,2,0.029411765,0.04901961,0.019607844
2015.0,BDI,108,108,6,7,-1,0.06481481,0.055555556,-0.009259259
2016.0,BDI,130,130,12,4,8,0.03076923,0.092307694,0.06153846
2017.0,BDI,143,143,10,6,4,0.04195804,0.06993007,0.027972028
2018.0,BDI,166,166,16,3,13,0.018072288,0.09638554,0.078313254
2019.0,BDI,191,191,20,8,12,0.041884817,0.10471204,0.06282722
2020.0,BDI,193,193,11,11,0,0.05699482,0.05699482,0.0
2021.0,BDI,189,189,13,9,4,0.04761905,0.06878307,0.02116402
2022.0,BDI,0,0,11,6,5,,,
1996.0,BEL,16938,16938,0,0,0,0.0,0.0,0.0
1997.0,BEL,19468,19468,509,523,-14,0.026864598,0.02614547,-0.0007191288
1998.0,BEL,21829,21829,574,606,-32,0.027761236,0.026295295,-0.0014659398
1999.0,BEL,23688,23688,635,722,-87,0.030479567,0.026806822,-0.0036727458
2000.0,BEL,25436,25436,805,845,-40,0.033220634,0.03164806,-0.0015725743
2001.0,BEL,26858,26858,983,890,93,0.03313724,0.036599897,0.0034626555
2002.0,BEL,28284,28284,967,1056,-89,0.037335597,0.03418894,-0.0031466554
2003.0,BEL,29671,29671,911,1016,-105,0.03424219,0.03070338,-0.003538809
2004.0,BEL,31089,31089,711,844,-133,0.027147865,0.022869825,-0.0042780405
2005.0,BEL,32740,32740,816,845,-29,0.025809407,0.024923641,-0.00088576664
2006.0,BEL,34488,34488,815,906,-91,0.026270008,0.023631409,-0.002638599
2007.0,BEL,36509,36509,881,928,-47,0.02541839,0.024131035,-0.0012873538
2008.0,BEL,38273,38273,991,1017,-26,0.026572257,0.025892926,-0.0006793301
2009.0,BEL,40291,40291,1149,1022,127,0.025365466,0.028517535,0.0031520687
2010.0,BEL,42253,42253,1206,1217,-11,0.02880269,0.028542353,-0.00026033656
2011.0,BEL,44314,44314,1260,1246,14,0.028117524,0.028433451,0.00031592726
