year,countrycode,padded_population_of_researchers,paddedpop,number_of_inmigrations,number_of_outmigrations,netmigration,outmigrationrate,inmigrationrate,netmigrationrate
2012.0,ET,3323,3323,208,224,-16,0.06740897,0.06259404,-0.004814926
2013.0,ET,3987,3987,229,253,-24,0.06345623,0.057436667,-0.0060195634
2014.0,ET,4762,4762,277,297,-20,0.062368754,0.058168836,-0.004199916
2015.0,ET,5694,5694,325,298,27,0.05233579,0.057077624,0.0047418335
2016.0,ET,6805,6805,379,334,45,0.049081556,0.05569434,0.0066127847
2017.0,ET,8147,8147,417,386,31,0.047379404,0.051184487,0.0038050816
2018.0,ET,9845,9845,522,412,110,0.041848656,0.053021837,0.011173184
2019.0,ET,11148,11148,550,465,85,0.041711517,0.049336202,0.007624686
2020.0,ET,11241,11241,544,464,80,0.04127747,0.04839427,0.0071168044
2021.0,ET,10893,10893,493,384,109,0.035251997,0.04525842,0.010006426
2022.0,ET,0,0,300,334,-34,,,
1996.0,FI,11239,11239,0,0,0,0.0,0.0,0.0
1997.0,FI,13245,13245,234,230,4,0.017365044,0.017667044,0.00030200076
1998.0,FI,15085,15085,294,265,29,0.01756712,0.019489558,0.0019224396
1999.0,FI,15997,15997,321,298,23,0.018628493,0.020066263,0.0014377696
2000.0,FI,16904,16904,321,342,-21,0.020231897,0.018989589,-0.0012423095
2001.0,FI,17844,17844,348,370,-22,0.020735262,0.019502353,-0.0012329074
2002.0,FI,18711,18711,416,381,35,0.020362353,0.02223291,0.0018705574
2003.0,FI,19628,19628,406,424,-18,0.021601794,0.020684736,-0.0009170573
2004.0,FI,20672,20672,453,470,-17,0.022736069,0.0219137,-0.0008223684
2005.0,FI,21776,21776,504,481,23,0.022088537,0.023144746,0.0010562086
2006.0,FI,23076,23076,578,496,82,0.021494193,0.02504767,0.0035534755
2007.0,FI,25014,25014,636,532,104,0.02126809,0.025425762,0.0041576717
2008.0,FI,26179,26179,654,626,28,0.023912296,0.024981856,0.0010695596
2009.0,FI,27310,27310,772,637,135,0.02332479,0.028268034,0.004943244
2010.0,FI,28418,28418,736,688,48,0.024210008,0.025899079,0.0016890703
2011.0,FI,29528,29528,728,661,67,0.022385532,0.024654565,0.0022690329
2012.0,FI,29750,29750,766,738,28,0.024806723,0.025747899,0.0009411765
2013.0,FI,30850,30850,798,750,48,0.024311183,0.025867099,0.0015559157
2014.0,FI,31759,31759,834,823,11,0.025913915,0.026260274,0.00034635852
2015.0,FI,32544,32544,899,911,-12,0.02799287,0.02762414,-0.00036873156
2016.0,FI,32898,32898,874,971,-97,0.029515471,0.026566964,-0.0029485074
2017.0,FI,33089,33089,890,1063,-173,0.03212548,0.026897157,-0.0052283234
2018.0,FI,33263,33263,975,1040,-65,0.03126597,0.029311849,-0.0019541231
2019.0,FI,33143,33143,1116,990,126,0.02987056,0.03367227,0.0038017076
2020.0,FI,31743,31743,1155,984,171,0.03099896,0.036385976,0.0053870142
2021.0,FI,29680,29680,902,790,112,0.026617251,0.030390836,0.003773585
2022.0,FI,0,0,648,539,109,,,
1996.0,FJ,30,30,0,0,0,0.0,0.0,0.0
1997.0,FJ,36,36,4,2,2,0.055555556,0.11111111,0.055555556
1998.0,FJ,53,53,5,3,2,0.056603774,0.094339624,0.03773585
1999.0,FJ,65,65,8,3,5,0.046153847,0.12307692,0.07692308
2000.0,FJ,73,73,4,7,-3,0.09589041,0.05479452,-0.04109589
2001.0,FJ,81,81,7,7,0,0.086419754,0.086419754,0.0
2002.0,FJ,105,105,8,3,5,0.028571429,0.07619048,0.04761905
2003.0,FJ,116,116,10,8,2,0.06896552,0.0862069,0.01724138
2004.0,FJ,137,137,9,6,3,0.04379562,0.06569343,0.02189781
2005.0,FJ,167,167,19,8,11,0.047904193,0.11377245,0.065868266
2006.0,FJ,175,175,11,13,-2,0.074285716,0.06285714,-0.011428571
2007.0,FJ,181,181,10,6,4,0.03314917,0.055248618,0.022099448
2008.0,FJ,197,197,12,19,-7,0.0964467,0.060913704,-0.035532996
2009.0,FJ,188,188,9,17,-8,0.09042553,0.047872342,-0.04255319
2010.0,FJ,198,198,18,25,-7,0.12626262,0.09090909,-0.035353534
2011.0,FJ,201,201,13,18,-5,0.08955224,0.06467662,-0.024875622
2012.0,FJ,229,229,17,25,-8,0.1091703,0.074235804,-0.0349345
2013.0,FJ,233,233,16,21,-5,0.09012876,0.06866953,-0.021459227
2014.0,FJ,273,273,23,25,-2,0.09157509,0.08424909,-0.0073260074
2015.0,FJ,310,310,33,22,11,0.07096774,0.106451616,0.03548387
2016.0,FJ,336,336,30,23,7,0.06845238,0.08928572,0.020833334
2017.0,FJ,370,370,33,23,10,0.06216216,0.08918919,0.027027028
2018.0,FJ,407,407,35,42,-7,0.1031941,0.085995086,-0.017199017
2019.0,FJ,421,421,32,40,-8,0.095011875,0.076009504,-0.019002376
2020.0,FJ,414,414,50,38,12,0.09178744,0.12077295,0.028985508
2021.0,FJ,391,391,19,22,-3,0.056265984,0.04859335,-0.0076726344
2022.0,FJ,0,0,13,16,-3,,,
2000.0,FK,8,8,4,0,4,0.0,0.5,0.5
2001.0,FK,11,11,2,0,2,0.0,0.18181819,0.18181819
2002.0,FK,13,13,2,2,0,0.15384616,0.15384616,0.0
2003.0,FK,14,14,1,1,0,0.071428575,0.071428575,0.0
2004.0,FK,12,12,0,3,-3,0.25,0.0,-0.25
2005.0,FK,12,12,2,1,1,0.083333336,0.16666667,0.083333336
2006.0,FK,13,13,1,2,-1,0.15384616,0.07692308,-0.07692308
2008.0,FK,10,10,2,2,0,0.2,0.2,0.0
1996.0,FM,1,1,0,0,0,0.0,0.0,0.0
2001.0,FM,4,4,0,0,0,0.0,0.0,0.0
2003.0,FM,4,4,0,0,0,0.0,0.0,0.0
2006.0,FM,8,8,1,0,1,0.0,0.125,0.125
2008.0,FM,9,9,0,0,0,0.0,0.0,0.0
2014.0,FM,6,6,0,0,0,0.0,0.0,0.0
2015.0,FM,9,9,2,0,2,0.0,0.22222222,0.22222222
2017.0,FM,8,8,0,0,0,0.0,0.0,0.0
1996.0,FO,8,8,0,0,0,0.0,0.0,0.0
1997.0,FO,11,11,0,0,0,0.0,0.0,0.0
1998.0,FO,14,14,1,0,1,0.0,0.071428575,0.071428575
1999.0,FO,12,12,1,0,1,0.0,0.083333336,0.083333336
2000.0,FO,16,16,0,1,-1,0.0625,0.0,-0.0625
2002.0,FO,19,19,2,3,-1,0.15789473,0.10526316,-0.05263158
2003.0,FO,23,23,0,0,0,0.0,0.0,0.0
2004.0,FO,27,27,2,1,1,0.037037037,0.074074075,0.037037037
2005.0,FO,30,30,1,0,1,0.0,0.033333335,0.033333335
2006.0,FO,29,29,2,3,-1,0.10344828,0.06896552,-0.03448276
2007.0,FO,29,29,0,0,0,0.0,0.0,0.0
2008.0,FO,36,36,4,2,2,0.055555556,0.11111111,0.055555556
2009.0,FO,44,44,7,2,5,0.045454547,0.1590909,0.11363637
2010.0,FO,49,49,4,4,0,0.08163265,0.08163265,0.0
2011.0,FO,52,52,5,3,2,0.057692308,0.09615385,0.03846154
2012.0,FO,60,60,3,1,2,0.016666668,0.05,0.033333335
2013.0,FO,64,64,2,3,-1,0.046875,0.03125,-0.015625
2014.0,FO,75,75,5,3,2,0.04,0.06666667,0.026666667
2015.0,FO,90,90,10,4,6,0.044444446,0.11111111,0.06666667
2016.0,FO,97,97,7,3,4,0.030927835,0.072164945,0.041237112
2017.0,FO,108,108,8,6,2,0.055555556,0.074074075,0.018518519
2018.0,FO,112,112,11,6,5,0.05357143,0.09821428,0.04464286
2019.0,FO,119,119,5,3,2,0.025210084,0.042016808,0.016806724
2020.0,FO,119,119,7,6,1,0.05042017,0.05882353,0.008403362
2021.0,FO,114,114,7,1,6,0.00877193,0.06140351,0.05263158
2022.0,FO,0,0,1,4,-3,,,
1996.0,FR,88641,88641,0,0,0,0.0,0.0,0.0
1997.0,FR,103057,103057,2097,2148,-51,0.020842835,0.020347962,-0.00049487175
1998.0,FR,115912,115912,2657,2993,-336,0.025821313,0.022922562,-0.0028987508
1999.0,FR,121769,121769,2896,3501,-605,0.02875116,0.023782736,-0.004968424
2000.0,FR,126530,126530,3103,3769,-666,0.029787403,0.024523828,-0.005263574
2001.0,FR,131225,131225,3556,4204,-648,0.03203658,0.027098496,-0.0049380832
2002.0,FR,138345,138345,3778,4396,-618,0.031775635,0.02730854,-0.004467093
2003.0,FR,145414,145414,4059,4780,-721,0.032871664,0.027913406,-0.004958257
2004.0,FR,153528,153528,4444,4922,-478,0.032059297,0.02894586,-0.0031134386
2005.0,FR,161958,161958,4896,5344,-448,0.032996207,0.03023006,-0.0027661494
2006.0,FR,171530,171530,5412,5904,-492,0.034419633,0.03155133,-0.0028683029
2007.0,FR,179998,179998,5928,6524,-596,0.036244847,0.0329337,-0.003311148
2008.0,FR,189115,189115,6583,6717,-134,0.035518073,0.034809507,-0.00070856354
2009.0,FR,197340,197340,6521,7011,-490,0.035527516,0.03304449,-0.0024830243
2010.0,FR,206580,206580,6985,7525,-540,0.036426567,0.033812568,-0.0026139994
2011.0,FR,215048,215048,7387,7961,-574,0.037019644,0.03435047,-0.0026691714
2012.0,FR,222709,222709,7434,8216,-782,0.03689119,0.033379883,-0.0035113085
2013.0,FR,228747,228747,7678,8562,-884,0.03743,0.03356547,-0.0038645316
2014.0,FR,234887,234887,7981,9131,-1150,0.03887401,0.03397804,-0.004895971
2015.0,FR,239632,239632,8277,9057,-780,0.037795454,0.034540463,-0.003254991
2016.0,FR,241929,241929,8409,9227,-818,0.038139287,0.034758132,-0.0033811573
2017.0,FR,241980,241980,8347,9490,-1143,0.039218117,0.034494586,-0.0047235307
2018.0,FR,241836,241836,8661,9852,-1191,0.04073835,0.035813525,-0.004924825
2019.0,FR,237235,237235,8569,10029,-1460,0.04227454,0.036120303,-0.0061542355
2020.0,FR,223633,223633,7878,8812,-934,0.039403845,0.03522736,-0.0041764854
2021.0,FR,205356,205356,6027,6497,-470,0.031637743,0.029349033,-0.0022887085
2022.0,FR,0,0,4062,4025,37,,,
2023.0,FR,0,0,230,225,5,,,
1996.0,GA,66,66,0,0,0,0.0,0.0,0.0
1997.0,GA,82,82,6,4,2,0.048780486,0.07317073,0.024390243
1998.0,GA,93,93,4,3,1,0.032258064,0.043010753,0.010752688
1999.0,GA,104,104,10,9,1,0.086538464,0.09615385,0.009615385
2000.0,GA,107,107,5,7,-2,0.06542056,0.046728972,-0.018691588
2001.0,GA,112,112,7,9,-2,0.08035714,0.0625,-0.017857144
2002.0,GA,125,125,3,5,-2,0.04,0.024,-0.016
2003.0,GA,133,133,9,14,-5,0.10526316,0.067669176,-0.037593983
2004.0,GA,132,132,9,9,0,0.06818182,0.06818182,0.0
2005.0,GA,139,139,9,13,-4,0.09352518,0.0647482,-0.02877698
2006.0,GA,155,155,18,13,5,0.08387097,0.11612903,0.032258064
2007.0,GA,177,177,15,12,3,0.06779661,0.084745765,0.016949153
2008.0,GA,195,195,15,19,-4,0.0974359,0.07692308,-0.020512821
2009.0,GA,201,201,14,20,-6,0.09950249,0.06965174,-0.029850746
2010.0,GA,223,223,19,12,7,0.05381166,0.08520179,0.031390134
2011.0,GA,242,242,17,22,-5,0.09090909,0.07024793,-0.020661157
2012.0,GA,268,268,27,23,4,0.0858209,0.10074627,0.014925373
2013.0,GA,298,298,25,25,0,0.08389262,0.08389262,0.0
2014.0,GA,349,349,36,19,17,0.054441262,0.103151865,0.048710603
2015.0,GA,400,400,37,25,12,0.0625,0.0925,0.03
2016.0,GA,437,437,30,29,1,0.066361554,0.06864989,0.0022883294
2017.0,GA,449,449,27,31,-4,0.06904232,0.06013363,-0.008908686
2018.0,GA,468,468,37,35,2,0.07478633,0.07905983,0.0042735045
2019.0,GA,468,468,39,32,7,0.06837607,0.083333336,0.014957265
2020.0,GA,441,441,20,31,-11,0.07029478,0.045351475,-0.02494331
2021.0,GA,402,402,23,28,-5,0.06965174,0.05721393,-0.012437811
2022.0,GA,0,0,17,8,9,,,
1996.0,GB,106157,106157,0,0,0,0.0,0.0,0.0
1997.0,GB,124839,124839,4908,4766,142,0.038177174,0.03931464,0.001137465
1998.0,GB,143265,143265,6294,6066,228,0.042341117,0.043932572,0.0015914564
1999.0,GB,149860,149860,7192,6691,501,0.044648338,0.04799146,0.0033431202
2000.0,GB,155624,155624,7474,7365,109,0.047325604,0.04802601,0.0007004061
2001.0,GB,161594,161594,8187,8251,-64,0.051060066,0.05066401,-0.0003960543
2002.0,GB,167309,167309,8591,8932,-341,0.05338625,0.051348105,-0.002038145
2003.0,GB,174587,174587,9176,9612,-436,0.055055644,0.05255832,-0.0024973222
2004.0,GB,182310,182310,9583,10237,-654,0.05615161,0.05256431,-0.0035872965
2005.0,GB,192513,192513,10713,10714,-1,0.055653386,0.05564819,-5.1944544e-06
2006.0,GB,202416,202416,11434,11586,-152,0.057238556,0.05648763,-0.00075092877
2007.0,GB,212496,212496,12370,12138,232,0.057121076,0.05821286,0.0010917853
2008.0,GB,220927,220927,13238,13261,-23,0.06002435,0.059920244,-0.00010410679
2009.0,GB,230069,230069,13622,13947,-325,0.060620945,0.059208326,-0.0014126197
2010.0,GB,237535,237535,14001,14755,-754,0.062117163,0.05894289,-0.003174269
2011.0,GB,246335,246335,14687,16003,-1316,0.06496438,0.05962206,-0.005342318
2012.0,GB,254348,254348,15062,16451,-1389,0.0646791,0.05921808,-0.005461022
2013.0,GB,261859,261859,16103,17082,-979,0.06523358,0.061494928,-0.0037386531
2014.0,GB,268101,268101,16765,17809,-1044,0.066426456,0.0625324,-0.0038940548
2015.0,GB,274863,274863,17590,18117,-527,0.065912835,0.06399552,-0.0019173188
2016.0,GB,279166,279166,18126,18102,24,0.06484314,0.06492911,8.597036e-05
2017.0,GB,283249,283249,18195,18946,-751,0.066888146,0.06423677,-0.0026513773
2018.0,GB,287968,287968,19756,20036,-280,0.06957717,0.06860484,-0.0009723303
2019.0,GB,287824,287824,19936,21100,-1164,0.07330869,0.06926455,-0.004044138
2020.0,GB,276186,276186,18533,19275,-742,0.069789924,0.06710333,-0.0026865953
2021.0,GB,256416,256416,14410,15004,-594,0.05851429,0.05619774,-0.002316548
2022.0,GB,0,0,10146,10554,-408,,,
2023.0,GB,0,0,803,615,188,,,
1996.0,GD,3,3,0,0,0,0.0,0.0,0.0
1998.0,GD,5,5,0,0,0,0.0,0.0,0.0
2000.0,GD,6,6,0,0,0,0.0,0.0,0.0
2001.0,GD,8,8,1,0,1,0.0,0.125,0.125
2002.0,GD,12,12,2,0,2,0.0,0.16666667,0.16666667
2003.0,GD,14,14,1,0,1,0.0,0.071428575,0.071428575
2004.0,GD,18,18,3,1,2,0.055555556,0.16666667,0.11111111
2005.0,GD,32,32,6,0,6,0.0,0.1875,0.1875
2006.0,GD,46,46,7,2,5,0.04347826,0.1521739,0.10869565
2007.0,GD,65,65,8,4,4,0.06153846,0.12307692,0.06153846
2008.0,GD,87,87,13,7,6,0.08045977,0.14942528,0.06896552
2009.0,GD,103,103,10,10,0,0.097087376,0.097087376,0.0
2010.0,GD,129,129,15,11,4,0.08527132,0.11627907,0.031007752
2011.0,GD,138,138,8,10,-2,0.072463766,0.057971016,-0.014492754
2012.0,GD,171,171,18,11,7,0.064327486,0.10526316,0.040935673
2013.0,GD,183,183,21,17,4,0.09289618,0.114754096,0.021857923
2014.0,GD,216,216,20,13,7,0.060185187,0.09259259,0.032407407
2015.0,GD,231,231,22,32,-10,0.13852814,0.0952381,-0.043290045
2016.0,GD,235,235,20,36,-16,0.15319149,0.08510638,-0.068085104
2017.0,GD,240,240,34,21,13,0.0875,0.14166667,0.054166667
2018.0,GD,271,271,31,23,8,0.084870845,0.11439114,0.029520296
2019.0,GD,283,283,33,35,-2,0.123674914,0.11660777,-0.007067138
2020.0,GD,256,256,18,33,-15,0.12890625,0.0703125,-0.05859375
2021.0,GD,227,227,25,26,-1,0.11453745,0.11013216,-0.004405286
2022.0,GD,0,0,6,12,-6,,,
1996.0,GE,638,638,0,0,0,0.0,0.0,0.0
1997.0,GE,804,804,70,52,18,0.06467662,0.087064676,0.02238806
1998.0,GE,976,976,101,80,21,0.08196721,0.10348361,0.021516394
1999.0,GE,1055,1055,97,106,-9,0.10047393,0.09194313,-0.008530806
2000.0,GE,1086,1086,79,109,-30,0.10036832,0.07274401,-0.027624309
2001.0,GE,1185,1185,104,90,14,0.07594936,0.08776371,0.011814346
2002.0,GE,1258,1258,116,111,5,0.0882353,0.09220985,0.003974563
2003.0,GE,1352,1352,118,124,-6,0.09171598,0.087278105,-0.00443787
2004.0,GE,1500,1500,144,125,19,0.083333336,0.096,0.012666667
2005.0,GE,1577,1577,131,156,-25,0.09892201,0.083069116,-0.015852885
2006.0,GE,1668,1668,146,176,-30,0.105515584,0.08752998,-0.017985612
2007.0,GE,1686,1686,138,205,-67,0.121589564,0.081850536,-0.039739028
2008.0,GE,1696,1696,157,211,-54,0.124410376,0.09257075,-0.031839624
2009.0,GE,1821,1821,205,170,35,0.0933553,0.11257551,0.019220209
2010.0,GE,1979,1979,220,207,13,0.104598284,0.11116726,0.0065689743
2011.0,GE,2150,2150,220,217,3,0.10093024,0.10232558,0.0013953488
2012.0,GE,2289,2289,207,211,-4,0.09217999,0.0904325,-0.001747488
2013.0,GE,2411,2411,190,222,-32,0.09207798,0.07880548,-0.013272501
2014.0,GE,2593,2593,234,228,6,0.08792904,0.09024296,0.0023139222
2015.0,GE,2713,2713,200,252,-52,0.092886105,0.07371913,-0.019166974
2016.0,GE,2801,2801,228,228,0,0.0813995,0.0813995,0.0
2017.0,GE,2874,2874,210,262,-52,0.091162145,0.073068894,-0.01809325
2018.0,GE,2973,2973,216,257,-41,0.08644467,0.07265388,-0.0137907835
2019.0,GE,2979,2979,242,226,16,0.07586438,0.08123531,0.00537093
2020.0,GE,2826,2826,206,228,-22,0.08067941,0.07289455,-0.007784855
2021.0,GE,2507,2507,136,200,-64,0.07977662,0.054248106,-0.02552852
2022.0,GE,0,0,66,121,-55,,,
1996.0,GF,14,14,0,0,0,0.0,0.0,0.0
1997.0,GF,26,26,4,1,3,0.03846154,0.15384616,0.115384616
1998.0,GF,32,32,4,4,0,0.125,0.125,0.0
1999.0,GF,39,39,3,5,-2,0.12820514,0.07692308,-0.051282052
2000.0,GF,46,46,10,3,7,0.06521739,0.2173913,0.1521739
2001.0,GF,52,52,3,5,-2,0.09615385,0.057692308,-0.03846154
2002.0,GF,50,50,10,9,1,0.18,0.2,0.02
2003.0,GF,66,66,13,6,7,0.09090909,0.1969697,0.10606061
2004.0,GF,63,63,5,10,-5,0.15873016,0.07936508,-0.07936508
2005.0,GF,67,67,9,8,1,0.11940298,0.13432837,0.014925373
2006.0,GF,67,67,6,10,-4,0.14925373,0.08955224,-0.05970149
2007.0,GF,80,80,15,7,8,0.0875,0.1875,0.1
2008.0,GF,88,88,12,7,5,0.07954545,0.13636364,0.056818184
2009.0,GF,102,102,17,12,5,0.11764706,0.16666667,0.04901961
2010.0,GF,109,109,12,13,-1,0.119266056,0.110091746,-0.0091743115
2011.0,GF,118,118,12,13,-1,0.11016949,0.10169491,-0.008474576
2012.0,GF,138,138,21,7,14,0.050724637,0.1521739,0.10144927
2013.0,GF,166,166,23,17,6,0.10240964,0.13855422,0.036144577
2014.0,GF,188,188,23,15,8,0.07978723,0.122340426,0.04255319
2015.0,GF,220,220,19,15,4,0.06818182,0.086363636,0.018181818
2016.0,GF,243,243,28,24,4,0.09876543,0.115226336,0.016460905
2017.0,GF,255,255,32,26,6,0.101960786,0.1254902,0.023529412
2018.0,GF,256,256,24,25,-1,0.09765625,0.09375,-0.00390625
2019.0,GF,267,267,40,29,11,0.10861423,0.14981273,0.041198503
2020.0,GF,280,280,49,29,20,0.10357143,0.175,0.071428575
2021.0,GF,255,255,21,16,5,0.0627451,0.08235294,0.019607844
2022.0,GF,0,0,9,17,-8,,,
1996.0,GH,297,297,0,0,0,0.0,0.0,0.0
1997.0,GH,419,419,12,7,5,0.016706444,0.028639618,0.011933174
1998.0,GH,546,546,25,16,9,0.02930403,0.045787547,0.016483517
1999.0,GH,602,602,16,10,6,0.016611295,0.026578072,0.009966778
2000.0,GH,619,619,13,23,-10,0.037156705,0.021001615,-0.016155088
2001.0,GH,648,648,21,19,2,0.029320987,0.032407407,0.0030864198
2002.0,GH,716,716,33,21,12,0.02932961,0.046089385,0.016759777
2003.0,GH,747,747,17,27,-10,0.036144577,0.022757698,-0.013386881
2004.0,GH,839,839,35,32,3,0.038140643,0.04171633,0.0035756854
2005.0,GH,967,967,39,28,11,0.028955532,0.04033092,0.011375388
2006.0,GH,1077,1077,40,43,-3,0.03992572,0.037140206,-0.0027855153
2007.0,GH,1196,1196,42,43,-1,0.03595318,0.035117056,-0.0008361204
2008.0,GH,1345,1345,53,46,7,0.034200743,0.039405204,0.005204461
2009.0,GH,1526,1526,53,54,-1,0.035386633,0.034731325,-0.000655308
2010.0,GH,1873,1873,94,61,33,0.03256807,0.050186865,0.017618794
2011.0,GH,2391,2391,102,77,25,0.0322041,0.042659976,0.010455877
2012.0,GH,2979,2979,135,93,42,0.03121853,0.04531722,0.014098691
2013.0,GH,3526,3526,169,109,60,0.030913217,0.047929667,0.01701645
2014.0,GH,4212,4212,215,137,78,0.032526117,0.051044635,0.018518519
2015.0,GH,4878,4878,240,172,68,0.035260353,0.049200494,0.01394014
2016.0,GH,5441,5441,265,220,45,0.040433742,0.04870428,0.008270538
2017.0,GH,5992,5992,323,288,35,0.048064087,0.053905208,0.0058411215
2018.0,GH,6677,6677,382,342,40,0.051220607,0.05721132,0.0059907143
2019.0,GH,7059,7059,426,387,39,0.05482363,0.060348492,0.005524862
2020.0,GH,7095,7095,459,383,76,0.053981677,0.06469344,0.010711769
2021.0,GH,6805,6805,340,340,0,0.049963262,0.049963262,0.0
2022.0,GH,0,0,244,220,24,,,
2001.0,GI,2,2,0,0,0,0.0,0.0,0.0
2003.0,GI,5,5,1,0,1,0.0,0.2,0.2
2004.0,GI,5,5,0,0,0,0.0,0.0,0.0
2006.0,GI,2,2,0,0,0,0.0,0.0,0.0
2009.0,GI,6,6,0,2,-2,0.33333334,0.0,-0.33333334
2011.0,GI,6,6,0,1,-1,0.16666667,0.0,-0.16666667
2015.0,GI,8,8,3,2,1,0.25,0.375,0.125
1996.0,GL,6,6,0,0,0,0.0,0.0,0.0
1997.0,GL,8,8,1,2,-1,0.25,0.125,-0.125
1999.0,GL,15,15,3,1,2,0.06666667,0.2,0.13333334
2000.0,GL,17,17,2,2,0,0.11764706,0.11764706,0.0
2001.0,GL,17,17,2,1,1,0.05882353,0.11764706,0.05882353
2002.0,GL,23,23,1,2,-1,0.08695652,0.04347826,-0.04347826
2004.0,GL,35,35,9,0,9,0.0,0.25714287,0.25714287
2005.0,GL,33,33,4,5,-1,0.15151516,0.121212125,-0.030303031
2006.0,GL,38,38,5,6,-1,0.15789473,0.13157895,-0.02631579
2007.0,GL,32,32,1,8,-7,0.25,0.03125,-0.21875
2008.0,GL,35,35,2,3,-1,0.08571429,0.057142857,-0.028571429
2009.0,GL,40,40,5,4,1,0.1,0.125,0.025
2010.0,GL,46,46,8,7,1,0.1521739,0.17391305,0.02173913
2011.0,GL,54,54,7,3,4,0.055555556,0.12962963,0.074074075
2012.0,GL,60,60,10,5,5,0.083333336,0.16666667,0.083333336
2013.0,GL,60,60,4,6,-2,0.1,0.06666667,-0.033333335
2014.0,GL,62,62,4,4,0,0.06451613,0.06451613,0.0
2015.0,GL,72,72,9,4,5,0.055555556,0.125,0.06944445
2016.0,GL,77,77,11,5,6,0.064935066,0.14285715,0.077922076
2017.0,GL,79,79,8,4,4,0.050632913,0.101265825,0.050632913
2018.0,GL,88,88,12,5,7,0.056818184,0.13636364,0.07954545
2019.0,GL,84,84,8,10,-2,0.11904762,0.0952381,-0.023809524
2020.0,GL,82,82,7,8,-1,0.09756097,0.085365854,-0.0121951215
2021.0,GL,76,76,13,5,8,0.065789476,0.17105263,0.10526316
1996.0,GM,55,55,0,0,0,0.0,0.0,0.0
1997.0,GM,68,68,10,5,5,0.073529415,0.14705883,0.073529415
1998.0,GM,68,68,4,9,-5,0.13235295,0.05882353,-0.073529415
1999.0,GM,70,70,4,6,-2,0.08571429,0.057142857,-0.028571429
2000.0,GM,84,84,18,5,13,0.05952381,0.21428572,0.15476191
2001.0,GM,76,76,6,14,-8,0.18421052,0.078947365,-0.10526316
2002.0,GM,84,84,14,7,7,0.083333336,0.16666667,0.083333336
2003.0,GM,97,97,15,12,3,0.12371134,0.15463917,0.030927835
2004.0,GM,92,92,10,13,-3,0.14130434,0.10869565,-0.032608695
2005.0,GM,93,93,12,17,-5,0.1827957,0.12903225,-0.05376344
2006.0,GM,107,107,20,14,6,0.13084112,0.18691589,0.056074765
2007.0,GM,112,112,13,11,2,0.09821428,0.116071425,0.017857144
2008.0,GM,109,109,16,24,-8,0.22018349,0.14678898,-0.07339449
2009.0,GM,107,107,15,15,0,0.14018692,0.14018692,0.0
2010.0,GM,109,109,16,22,-6,0.20183486,0.14678898,-0.055045873
2011.0,GM,98,98,10,21,-11,0.21428572,0.10204082,-0.1122449
2012.0,GM,94,94,11,23,-12,0.24468085,0.11702128,-0.12765957
2013.0,GM,91,91,10,15,-5,0.16483517,0.10989011,-0.054945055
2014.0,GM,132,132,17,16,1,0.121212125,0.12878788,0.007575758
2015.0,GM,162,162,29,14,15,0.086419754,0.17901234,0.09259259
2016.0,GM,191,191,28,16,12,0.083769634,0.14659686,0.06282722
2017.0,GM,255,255,54,19,35,0.07450981,0.21176471,0.13725491
2018.0,GM,298,298,50,33,17,0.110738255,0.16778524,0.05704698
2019.0,GM,347,347,48,16,32,0.04610951,0.13832854,0.09221902
2020.0,GM,336,336,35,33,2,0.09821428,0.104166664,0.005952381
2021.0,GM,339,339,32,17,15,0.050147492,0.09439528,0.044247787
2022.0,GM,0,0,20,20,0,,,
1996.0,GN,9,9,0,0,0,0.0,0.0,0.0
1997.0,GN,9,9,0,0,0,0.0,0.0,0.0
1998.0,GN,11,11,1,0,1,0.0,0.09090909,0.09090909
2000.0,GN,16,16,2,2,0,0.125,0.125,0.0
2001.0,GN,18,18,5,1,4,0.055555556,0.2777778,0.22222222
2004.0,GN,25,25,2,0,2,0.0,0.08,0.08
2005.0,GN,34,34,2,1,1,0.029411765,0.05882353,0.029411765
2006.0,GN,43,43,2,2,0,0.046511628,0.046511628,0.0
2007.0,GN,55,55,7,2,5,0.036363635,0.12727273,0.09090909
2008.0,GN,62,62,4,5,-1,0.08064516,0.06451613,-0.016129032
2009.0,GN,65,65,5,5,0,0.07692308,0.07692308,0.0
2010.0,GN,69,69,2,5,-3,0.072463766,0.028985508,-0.04347826
2011.0,GN,78,78,5,6,-1,0.07692308,0.06410257,-0.012820513
2012.0,GN,97,97,11,6,5,0.06185567,0.11340206,0.05154639
2013.0,GN,121,121,13,4,9,0.03305785,0.10743801,0.07438017
2014.0,GN,159,159,19,10,9,0.062893085,0.11949685,0.056603774
2015.0,GN,169,169,12,12,0,0.07100592,0.07100592,0.0
2016.0,GN,178,178,10,16,-6,0.08988764,0.056179777,-0.033707865
2017.0,GN,203,203,18,14,4,0.06896552,0.08866995,0.019704433
2018.0,GN,215,215,25,21,4,0.09767442,0.11627907,0.018604651
2019.0,GN,237,237,31,13,18,0.05485232,0.1308017,0.07594936
2020.0,GN,229,229,22,25,-3,0.1091703,0.09606987,-0.013100437
2021.0,GN,228,228,26,15,11,0.065789476,0.114035085,0.048245613
1996.0,GP,50,50,0,0,0,0.0,0.0,0.0
1997.0,GP,64,64,11,4,7,0.0625,0.171875,0.109375
1998.0,GP,81,81,10,4,6,0.049382716,0.12345679,0.074074075
